,drug_id,identifier
6976,10741,E-413
6977,10741,Fema no. 3079
6978,10741,INS NO.413
6979,10741,INS-413
6980,10746,B1255
6981,10746,FEMA NO. 2322
6982,10746,FEMA NO. 2327
6983,10843,IC-51
6984,10843,IC51
6985,10971,Fema no. 2266
6986,11077,RPA102
6987,11082,A0273
6988,11082,B1563
6989,11082,C0103
6990,11091,B1345
6991,11131,232-455-8
6992,11131,E-905D
6993,11131,INS No.905D
6994,11131,INS-905D
6995,11134,E-1203
6996,11134,INS-1203
6997,11135,E-1201
6998,11135,Ins no.1201
6999,11135,INS-1201
7000,11136,USAF DO-11
7001,11138,Caswell No. 482B
7002,11142,UN-1905
7003,11142,UN1905
7004,11145,FEMA NO. 3960
7005,11148,Dow Corning 1664
7006,11154,Caswell No. 737
7007,11154,UN1493
7008,11159,C.I.-76505
7009,11159,FEMA NO. 3589
7010,11159,NSC-1571
7011,11163,E480
7012,11164,E-252
7013,11164,INS NO.252
7014,11164,INS-252
7015,11165,A-101
7016,11165,NSC-19892
7017,11167,E-333(III)
7018,11167,INS NO.333(III)
7019,11167,INS-333(III)
7020,11169,CGP-39393
7021,11172,E-501(II)
7022,11172,INS NO.501(II)
7023,11172,INS-501(II)
7024,11176,208-671-3
7025,11176,NSC-10853
7026,11181,E-336(I)
7027,11181,INS NO.336(I)
7028,11181,INS-336(I)
7029,11181,NSC-155080
7030,11187,E-1503
7031,11187,Fema no. 2263
7032,11187,Ins no.1503
7033,11187,INS-1503
7034,11188,Caswell No. 618A
7035,11188,Fema no. 2466
7036,11191,Fema no. 3247
7037,11194,Fema no. 3088
7038,11200,E-578
7039,11200,INS NO.578
7040,11200,INS-578
7041,11201,UN 3283
7042,11201,UN-3283
7043,11204,IDS-NO-001
7044,11206,E-551
7045,11206,INS NO.551
7046,11206,INS-551
7047,11206,U 333
7048,11207,NDI 441
7049,11208,NSC-83537
7050,11209,231-957-4
7051,11209,C.I. 77805
7052,11209,CI 77805
7053,11219,J2.960B
7054,11222,NSC-128464
7055,11224,CI 77120
7056,11225,E-524
7057,11225,INS-524
7058,11225,NSC-135799
7059,11227,E-525
7060,11227,INS NO.525
7061,11227,INS-525
7062,11231,NSC-43970
7063,11231,NSC-629313
7064,11232,E-440
7065,11234,BRN 1986598
7066,11240,KW-3357
7067,11248,FEMA NO. 4154
7068,11250,E 161H
7069,11250,E-161H(I)
7070,11250,INS NO.161H(I)
7071,11250,INS-161H(I)
7072,11253,DL HM-PAO
7073,11253,DL-HM-PAO
7074,11254,P-53
7075,11254,P53
7076,11258,NSC-298193
7077,11259,NSC-60584
7078,11265,LM 176
7079,11269,E-967
7080,11269,E967
7081,11269,INS NO.967
7082,11269,INS-967
7083,11272,FEMA No. 2848
7084,11273,FEMA NO. 3002
7085,11279,RC 173
7086,11279,RC-173
7087,11280,FAT 70'884
7088,11280,FAT-70884
7089,11281,E-1000
7090,11281,NSC-408332
7091,11283,ITF 282
7092,11283,ITF282
7093,11292,FEMA NO. 3902
7094,11294,NSC-10770
7095,11295,NSC-56769
7096,11296,FEMA No. 2133
7097,11297,Fema no. 3070
7098,11299,MYRJ S100
7099,11300,RX-14180
7100,11302,E461
7101,11304,M-907015
7102,11304,MJ-2000
7103,11305,E-160D(III)
7104,11305,FEMA NO. 4110
7105,11305,INS NO.160D(III)
7106,11305,INS-160D(III)
7107,11305,NSC-407322
7108,11313,E-520
7109,11313,INS NO.520
7110,11313,INS-520
7111,11318,KF 995
7112,11318,KF-995
7113,11318,SF 1202
7114,11318,VS 7158
7115,11325,E-306
7116,11325,E-MIX 80
7117,11328,E-586
7118,11328,INS NO.586
7119,11328,INS-586
7120,11328,NSC-1570
7121,11336,FAT 75'634
7122,11336,FAT-75634
7123,11341,A 137
7124,11341,Y 9187
7125,11342,NSC-22961
7126,11349,Dcn 203-922
7127,11350,FEMA No. 2904
7128,11353,NSC-5011
7129,11356,ENT-20218
7130,11356,ENT-22542
7131,11356,NSC-33840
7132,11363,KF 99
7133,11363,KF-99-P
7134,11363,KF-99P
7135,11365,FEMA NO. 4630
7136,11370,NSC-379527
7137,11373,FEMA NO. 3796
7138,11376,E-479
7139,11376,INS NO.479
7140,11376,INS-479
7141,11376,LP 400S
7142,11378,FEMA NO. 4620
7143,11383,E-513
7144,11383,INS NO.513
7145,11383,INS-513
7146,11383,NSC-248648
7147,11383,NSC-38965
7148,11398,AH-23491X
7149,11398,FEMA NO. 2787
7150,11398,NSC-172795
7151,11400,E-284
7152,11400,INS NO.284
7153,11400,INS-284
7154,11400,NSC-81726
7155,11401,OSY 20
7156,11406,ATI 01
7157,11406,ATI-01
7158,11406,DSC-104
7159,11406,KL-4
7160,11406,KL4
7161,11406,RWJ 45652
7162,11406,RWJ-45652
7163,11407,MST-188
7164,11412,Fema no. 2323
7165,11419,NSC-26351
7166,11422,E-341(III)
7167,11422,FEMA NO. 3081
7168,11422,INS NO.341(III)
7169,11422,INS-341(III)
7170,11433,Fema no. 2532
7171,11433,NSC-3815
7172,11436,ACT-293987
7173,11436,NS-304
7174,11437,AF 802
7175,11437,AF-802
7176,11437,AF802
7177,11437,CH 5424802
7178,11437,CH-5424802
7179,11437,CH5424802
7180,11437,RO-5424802
7181,11437,RO5424802
7182,11440,FCF 89
7183,11440,FCF-89
7184,11440,LS 2616
7185,11441,CGP 9000
7186,11441,CGP-9000
7187,11442,BRN 1365684
7188,11442,NSC-8133
7189,11443,A1443
7190,11443,AH252723
7191,11445,GR 2/234
7192,11445,GR-2/234
7193,11446,A-35957
7194,11446,DRC 6246
7195,11446,R 2267
7196,11446,RU 2267
7197,11446,RU-2267
7198,11447,U-36-059
7199,11447,"U-36,059"
7200,11447,U-36059
7201,11449,LY 048 740
7202,11449,LY 048740
7203,11450,NSC-170976
7204,11450,R 1929
7205,11450,R-1929
7206,11452,EU 1093
7207,11452,EU-1093
7208,11452,U 1093
7209,11452,VUFB 4824
7210,11453,ENT 20852
7211,11453,ENT-20852
7212,11457,M 4209
7213,11457,M-4209
7214,11457,NSC-51001
7215,11457,NSC-55924
7216,11459,BRN 4169337
7217,11459,Lilly 41071
7218,11461,NSC-77361
7219,11463,MK-401
7220,11464,BAYER 21199
7221,11464,BAYER-21199
7222,11466,"AC 26,691"
7223,11466,CL 26691
7224,11466,"ENT 25,640"
7225,11467,A180
7226,11468,HC 1528
7227,11468,HC-1528
7228,11468,M&B 15497
7229,11468,M&B-15497
7230,11469,SC 046
7231,11469,SC 59046
7232,11469,SC-59046
7233,11471,NSC-6738
7234,11471,SD 1750
7235,11471,SD-1750
7236,11472,DRG-0079
7237,11472,P-64433
7238,11472,R-64-433
7239,11472,R-64433
7240,11472,"R64,433"
7241,11473,CP 742033
7242,11473,"CP-742,033"
7243,11473,CP-742033
7244,11474,L 701023
7245,11474,L-701023
7246,11474,UK 67994
7247,11474,"UK-67,994"
7248,11474,UK-67994
7249,11477,BAY 44-4400
7250,11477,BAY-44-4400
7251,11477,PF 1022-221
7252,11477,PF-1022-221
7253,11478,BAY VP 2674
7254,11479,MK 397
7255,11479,MK-397
7256,11483,BAY H 5757
7257,11483,BAY VH 5757
7258,11483,BAY Vh5757
7259,11484,HOE 881V
7260,11484,LSM-3134
7261,11485,RS-84043
7262,11486,LSM-25615
7263,11487,SCH 25298
7264,11487,SCH-25298
7265,11488,A-1443
7266,11490,"ML-1,709,460"
7267,11490,ML-1709460
7268,11490,ML-460
7269,11495,138261-41-3
7270,11495,BAY NTN 33893
7271,11497,RO 2-2985
7272,11497,RO-2-2985
7273,11499,EMD 34946
7274,11500,RO 09-1168
7275,11503,U 10997
7276,11503,U-10-997
7277,11503,"U-10,997"
7278,11503,U-10997
7279,11504,A 3823A
7280,11504,A-3823A
7281,11504,ATCC 15413
7282,11504,Lilly 673140
7283,11505,"CL 301,423"
7284,11505,"CL-301,423"
7285,11505,CL-301423
7286,11506,C 7819B
7287,11506,C-7819B
7288,11506,COMPD-79891
7289,11506,Lilly 79891
7290,11507,"AY-20,385"
7291,11507,AY-20385
7292,11507,"ICI 55,052"
7293,11507,ICI-55052
7294,11508,MK 75
7295,11510,NF 323
7296,11510,P 7138
7297,11510,P-7138
7298,11511,NSC-5085
7299,11512,TI 304
7300,11514,SC-21009
7301,11516,PA 775
7302,11520,RS-8858
7303,11524,UDCG-115
7304,11525,"SK&F 18,667"
7305,11525,SK&F-18667
7306,11526,BAY-Vi 9143
7307,11528,RS-9390
7308,11528,RS9390
7309,11530,"ENT 23,284"
7310,11530,ENT-23284
7311,11530,NSC-8926
7312,11530,OMS-123
7313,11531,NSC-26258
7314,11532,NSC-2101
7315,11533,UK 124114
7316,11533,"UK-124,114"
7317,11533,UK-124114
7318,11537,NSC-77120
7319,11540,ORF 20485
7320,11540,ORF-20485
7321,11540,RWJ 20485
7322,11540,RWJ-20485
7323,11542,SQ 14055
7324,11545,EL-870
7325,11545,EL870
7326,11545,LY-177370
7327,11545,LY177370
7328,11546,SCH 21480
7329,11549,"CP-472,295"
7330,11549,CP-472295
7331,11551,SK&F 7988
7332,11551,SKF 7988
7333,11552,BAY 1470
7334,11552,WH 7286
7335,11553,MK 188
7336,11553,MK-188
7337,11553,P 1496
7338,11553,P-1496
7339,11553,P1496
7340,11554,RU-42173
7341,11556,MPV-1248
7342,11557,FEMA NO. 2117
7343,11566,ABBOTT-57135
7344,11570,ZR-2458
7345,11572,Caswell No. 837
7346,11574,U 6658
7347,11574,U-6658
7348,11585,H 4065
7349,11594,SCH 14714
7350,11595,AL-5848
7351,11595,EINECS 255-029-3
7352,11595,"ICI 81,008"
7353,11598,NSC-12174
7354,11601,"CL 273,703"
7355,11601,CL-273703
7356,11602,AB 1010
7357,11602,AB-1010
7358,11602,AB1010
7359,11605,BDH-1921
7360,11606,SU 9064
7361,11606,SU-9064
7362,11607,CGA-179246
7363,11616,BAY 188
7364,11616,Bayer 188
7365,11623,"UK-61,689"
7366,11623,UK-61689
7367,11625,S. N. 3517
7368,11629,RU-2341
7369,11633,CI 716
7370,11633,CI-716
7371,11633,DEA No. 7295
7372,11639,NSC-406333
7373,11641,RDEA 594
7374,11641,RDEA-594
7375,11641,RDEA594
7376,11648,LY-2605541
7377,11648,LY2605541
7378,11649,IN-105
7379,11650,LY 2439821
7380,11650,LY-2439821
7381,11650,LY2439821
7382,11654,DA-1097
7383,11655,MK 8742
7384,11655,MK-8742
7385,11655,MK8742
7386,11656,MK 5172
7387,11656,MK-5172
7388,11656,MK5172
7389,11658,215-168-2
7390,11658,E 172 Red
7391,11659,NSC-8646
7392,11661,232-384-2
7393,11662,ALXN-1210
7394,11662,ALXN1210
7395,11663,ABT 199
7396,11663,ABT-199
7397,11663,ABT199
7398,11663,GDC-0199
7399,11663,GDC0199
7400,11663,RG-7601
7401,11663,RG7601
7402,11664,210-017-7
7403,11666,207-394-5
7404,11667,OR 10154
7405,11667,OR-10154
7406,11668,BMS 650032
7407,11668,BMS-650032
7408,11675,NSC-104662
7409,11675,NSC-29555
7410,11677,MPDL 3280A
7411,11677,MPDL-3280A
7412,11677,MPDL3280A
7413,11677,RG-7446
7414,11677,RG7446
7415,11678,LFP 754
7416,11678,LFP-754
7417,11678,LFP754
7418,11680,ORG 10849
7419,11682,E 901
7420,11682,E-901
7421,11682,INS NO.901
7422,11682,INS-901
7423,11683,DRG-0133
7424,11687,Fema no. 2765
7425,11691,Hoechst 10582
7426,11691,IDS-NN-007
7427,11691,J5.915C
7428,11691,NSC-19598
7429,11692,J5.704E
7430,11693,SAR 1118
7431,11693,SAR-1118
7432,11693,SHP-606
7433,11693,SHP606
7434,11695,GS 5816
7435,11695,GS-5816
7436,11695,GS5816
7437,11696,UR-12592
7438,11699,NSC-208734
7439,11701,A 46 745
7440,11701,A-46745
7441,11701,R 2323
7442,11701,R-2323
7443,11701,RU 2323
7444,11705,"UK-73,967"
7445,11705,UK-73967
7446,11706,HMR-4396
7447,11706,HMR4396
7448,11707,FC 4112
7449,11707,FC 87
7450,11707,NVX-108
7451,11710,P-829
7452,11710,P829
7453,11711,MK-0524
7454,11712,EF-9
7455,11712,EF9
7456,11714,BIA 9-1067
7457,11714,BIA-9-1067
7458,11714,BIA-91067
7459,11715,BAL 4815
7460,11715,BAL-4815
7461,11716,MCI-196
7462,11719,OPC 67683
7463,11719,OPC-67683
7464,11720,GNF-PF-5634
7465,11722,NSC-521760
7466,11724,BF-2.649
7467,11724,BF-2649
7468,11724,BF2.649
7469,11726,FX-006
7470,11726,FX-1005
7471,11726,FX-1006
7472,11726,FX006
7473,11726,FX1006
7474,11727,PF-04191834
7475,11727,PF-4191834
7476,11728,AMG 655
7477,11728,AMG-655
7478,11728,AMG655
7479,11729,CMT 3
7480,11729,CMT-3
7481,11729,COL 3
7482,11729,COL-3
7483,11730,GSK-2110183
7484,11730,GSK-2110183C
7485,11730,GSK2110183
7486,11731,"UK-453,061"
7487,11732,BLX-028914
7488,11732,IPL-455903
7489,11732,OX-914
7490,11733,BEZ-235
7491,11733,BEZ235
7492,11734,ARRY 380
7493,11734,ARRY-380
7494,11734,ONT 380
7495,11734,ONT-380
7496,11735,PT 141
7497,11735,PT-141
7498,11736,T2000
7499,11737,LY2484595
7500,11738,OPC 12759
7501,11738,OPC-12759
7502,11739,Ly2127399
7503,11740,NVP-QAV680
7504,11740,QAV680
7505,11740,QAV690 FREE ACID
7506,11742,BOL-303259-X
7507,11742,NCX 116
7508,11742,NCX-116
7509,11742,PF-3187207
7510,11744,IC-83
7511,11744,LY-2603618
7512,11744,LY2603618
7513,11745,GDC 0941
7514,11745,GDC-0941
7515,11746,CY 39
7516,11746,CY-39
7517,11746,DEA No. 7437
7518,11748,BKM 120
7519,11748,BKM-120
7520,11748,BKM-120NX
7521,11748,NVP-BKM-120
7522,11748,NVP-BKM120
7523,11749,TAS 109
7524,11749,TAS-109
7525,11750,TP 508
7526,11750,TP508
7527,11750,TRAP 508
7528,11750,TRAP-508
7529,11751,BAY 59-8862
7530,11751,BAY-59-8862
7531,11751,IDN 5109
7532,11751,IDN-5109
7533,11751,SB-T 101131
7534,11751,SB-T-101131
7535,11752,J3.046.690J
7536,11754,E 100
7537,11754,E-100
7538,11754,E100
7539,11754,INS NO. 100(I)
7540,11754,INS-100(I)
7541,11754,NSC-32982
7542,11758,BCX-4430
7543,11758,BCX4430
7544,11759,UX-007
7545,11759,UX007
7546,11760,NSC-39069
7547,11761,HMPL-013
7548,11764,GSK-1278863
7549,11764,GSK1278863
7550,11767,"CP-751,871"
7551,11767,CP-751871
7552,11769,E6201
7553,11769,ER-806201
7554,11770,NSC-364432
7555,11771,ARRY 142886
7556,11771,ARRY-142886
7557,11771,ARRY142886
7558,11771,AZD 6244
7559,11771,AZD-6244
7560,11771,AZD6244
7561,11772,PRT-201
7562,11773,S-297995
7563,11774,AZ-12472520
7564,11774,AZ12472520
7565,11774,AZ4901
7566,11774,AZD 2624
7567,11774,AZD 4901
7568,11774,AZD-2624
7569,11774,AZD-4901
7570,11774,AZD2624
7571,11774,MLE-4901
7572,11774,MLE4901
7573,11775,ISA-247
7574,11775,ISA247
7575,11775,ISATX-247
7576,11775,ISATX247
7577,11775,LX-211
7578,11775,LX211
7579,11775,R 1524
7580,11776,A-968660.0
7581,11776,ABBOTT-968660
7582,11776,ABT-348
7583,11779,SB 1518
7584,11779,SB-1518
7585,11779,SB1518
7586,11782,BIM-22493
7587,11782,RM 493
7588,11782,RM-493
7589,11783,ASP-2151
7590,11783,ASP2151
7591,11785,ACP-196
7592,11786,LY-2409021
7593,11786,LY2409021
7594,11787,E7337
7595,11788,CNV-1014802
7596,11788,CNV1014802
7597,11788,GSK-1014802
7598,11788,GSK1014802
7599,11790,ASP-015K
7600,11790,ASP015K
7601,11790,JNJ-54781532
7602,11792,Tria 662
7603,11793,SCH-527123
7604,11794,VX 661
7605,11794,VX-661
7606,11794,VX661
7607,11795,MK-8408
7608,11796,MEDI 4736
7609,11796,MEDI-4736
7610,11796,MEDI4736
7611,11799,INCB 024360
7612,11799,INCB-024360
7613,11799,INCB024360
7614,11800,LGX-818
7615,11800,LGX818
7616,11800,NVP-LGX-818-NXA
7617,11800,NVP-LGX818
7618,11800,NVP-LGX818-NXA
7619,11801,"UK-390,957"
7620,11802,TXA-127
7621,11802,TXA127
7622,11805,PHX1149
7623,11808,EVP-6124
7624,11808,EVP6124
7625,11808,MT-4666
7626,11808,MT4666
7627,11811,GSK2330672
7628,11812,LEE-011
7629,11812,LEE-011A
7630,11812,LEE011
7631,11812,LEE011A
7632,11813,1399672-02-6
7633,11813,ABT-414
7634,11813,SGN-19A
7635,11813,SGN-CD 19A
7636,11813,SGN-CD19A
7637,11814,COL 144
7638,11814,COL-144
7639,11818,"PF-489,791"
7640,11818,"UK-489,791"
7641,11819,BPI-2009
7642,11822,AZD 1775
7643,11822,AZD-1775
7644,11822,AZD1775
7645,11822,MK 1775
7646,11822,MK-1775
7647,11822,MK1775
7648,11823,SHR1020
7649,11825,GDC-0068
7650,11825,RG-7440
7651,11826,AN-3365
7652,11826,AN3365
7653,11826,GSK-2251052
7654,11826,GSK2251052
7655,11827,"CP-945,598"
7656,11827,CP-945598
7657,11827,CP-945598-01
7658,11829,AZD 1152
7659,11829,AZD-1152
7660,11829,AZD1152
7661,11830,8088 C.B.
7662,11830,8088-CB
7663,11830,8088CB
7664,11831,MSC-2499550A
7665,11831,MSC2499550A
7666,11833,744 LA
7667,11833,GSK 1265744
7668,11833,GSK 744
7669,11833,GSK-1265744A
7670,11833,GSK1265744
7671,11833,GSK1265744A
7672,11833,GSK744
7673,11833,GSK744 LA
7674,11833,GSK744 LAP
7675,11833,S-265744
7676,11833,S/GSK1265744
7677,11835,M-14
7678,11837,GWP-42004
7679,11837,GWP42004
7680,11837,O-4394
7681,11839,Kw 6002
7682,11839,KW-6002
7683,11840,TBR 652
7684,11841,MLN4924
7685,11842,BMN 673
7686,11842,BMN-673
7687,11842,LT-673
7688,11843,AZD-1722
7689,11844,Npi 0052
7690,11844,NPI-0052
7691,11845,CYT-387
7692,11845,CYT387
7693,11846,AVL-292
7694,11846,CC-292
7695,11847,PF 04991532
7696,11847,PF-04991532
7697,11850,DOW 1329
7698,11850,DOWCO 118
7699,11850,ENT-25647
7700,11850,K-22023
7701,11850,OMS-115
7702,11851,TV 45070
7703,11851,TV-45070
7704,11851,XEN-402
7705,11851,XEN402
7706,11853,"CP 675,206"
7707,11853,CP-675
7708,11853,"CP-675,206"
7709,11853,CP-675206
7710,11854,SAR-245408
7711,11854,SAR245408
7712,11854,XL-147
7713,11854,XL147
7714,11856,T-3761
7715,11857,PF-3758309
7716,11858,AMG 827
7717,11858,AMG-827
7718,11858,KHK-4827
7719,11858,KHK4827
7720,11861,R-05190591
7721,11861,R05190591
7722,11861,RO-5190591
7723,11861,RO5190591
7724,11863,CHR 2797
7725,11863,CHR-2797
7726,11868,M-518101
7727,11868,M518101
7728,11869,LY-2228820
7729,11869,LY2228820
7730,11869,LY2228820 FREE BASE
7731,11871,AHRO-001
7732,11873,INC-280
7733,11873,INC280
7734,11873,INCB 28060
7735,11873,INCB-28060
7736,11873,INCB-28060 FREE BASE
7737,11873,INCB28060
7738,11874,SK-3530
7739,11874,SK3530
7740,11875,MK 4827
7741,11875,MK-4827
7742,11875,MK-4827 FREE BASE
7743,11875,MK4827
7744,11876,VE-822
7745,11876,VX-970
7746,11877,GSK2636771
7747,11878,BMS 663068
7748,11878,BMS-663068
7749,11879,NPC-09
7750,11879,UX-001
7751,11879,UX001
7752,11880,CC-930
7753,11880,JNK 930
7754,11880,JNK-930
7755,11881,GS-9883
7756,11881,GS-9883-01
7757,11882,AV 951
7758,11882,AV-951
7759,11882,AV951
7760,11882,KIL-8951
7761,11882,KRN 951
7762,11882,KRN-951
7763,11883,GLYX-13
7764,11886,AZD5672
7765,11887,AZD-0530
7766,11887,AZD0530
7767,11888,AGN 194204
7768,11888,NRX194204
7769,11889,TC-5214
7770,11890,BI 201335
7771,11890,BI-201335
7772,11890,BI201335
7773,11891,OZ-439
7774,11891,OZ439
7775,11892,EC 20
7776,11892,EC20
7777,11893,CB-102
7778,11893,JNJ-39659100
7779,11893,M-102
7780,11893,MBX-102
7781,11895,G-202
7782,11896,PF-3882845
7783,11898,CK-1827452
7784,11899,INCB-028050
7785,11899,INCB028050
7786,11899,LY-3009104
7787,11899,LY3009104
7788,11900,GSK-221149
7789,11900,GSK-221149A
7790,11900,GSK221149A
7791,11901,ASP4058
7792,11902,BAY 2502
7793,11902,BAY-2502
7794,11902,BAY-A2502
7795,11902,Bayer 2502
7796,11902,BAYER-2502
7797,11902,CCRIS 2201
7798,11902,DNDI1613515
7799,11903,GAP-134
7800,11903,ZP1609
7801,11904,TMC647055
7802,11906,CSG 452
7803,11906,CSG-452
7804,11906,R-7201
7805,11906,RO-4998452
7806,11906,RO4998452
7807,11907,A200-0700
7808,11908,FCFD4514S
7809,11909,Pf 04971729
7810,11909,PF-04971729-00
7811,11910,HKI-272
7812,11911,LY 333531
7813,11911,LY-333531
7814,11912,MGCD-0103
7815,11912,MGCD0103
7816,11914,ARO 002
7817,11914,ARO-002
7818,11914,CP 868596
7819,11914,"CP-868,596"
7820,11914,CP-868596
7821,11915,RG-7090
7822,11915,RO-4917523
7823,11915,RO4917523
7824,11916,CNTO1959
7825,11917,MP 1727
7826,11917,MP-1727
7827,11918,MLN0128
7828,11919,LCI 699
7829,11919,LCI-699-NX
7830,11919,LCI699
7831,11919,LCI699-NX
7832,11921,PZ 128
7833,11921,PZ-128
7834,11921,PZ128
7835,11923,BAY 86-5274
7836,11923,BAY86-5274
7837,11923,MS 27-275
7838,11923,MS 275
7839,11923,MS-27-275
7840,11923,MS-275
7841,11923,MS-275-27
7842,11923,SNDX 275
7843,11923,SNDX-275
7844,11925,BIIB-104
7845,11925,PF-4958242
7846,11926,AIC-316
7847,11926,AIC316
7848,11927,CO-3810
7849,11927,E-3810
7850,11927,S-80881
7851,11928,NSC-13123
7852,11929,ACT-179811
7853,11931,LY2875358
7854,11933,INNO 406
7855,11933,INNO-406
7856,11933,NS 187
7857,11934,GS-9190
7858,11935,TAK 385
7859,11935,TAK-385
7860,11936,BRI-7013
7861,11936,SPL-7013
7862,11937,GSK-1160724
7863,11937,GSK1160724
7864,11937,TD-4208
7865,11938,QGE031
7866,11939,MM-121
7867,11941,SAGE-547
7868,11941,SGE-102
7869,11943,KF 89617
7870,11943,KF-89617
7871,11943,KF89617
7872,11943,LY 2523355
7873,11943,LY-2523355
7874,11943,LY2523355
7875,11944,LY2495655
7876,11945,AZD-9668
7877,11945,AZD9668
7878,11946,SCH 420814
7879,11947,BMS-582664
7880,11947,BMS-582664-02
7881,11948,Amg 785
7882,11949,JNJ 39393406
7883,11950,UCB 6474
7884,11950,UCB-6474
7885,11951,PSC 833
7886,11952,RO 4929097
7887,11952,RO-4929097
7888,11953,PF - 00610355
7889,11953,PF-610355
7890,11954,ANG 453
7891,11954,ANG-453
7892,11954,AZD 6126
7893,11954,AZD-6126
7894,11954,ZD 6126
7895,11954,ZM 445526
7896,11954,ZM-445526
7897,11955,RDEA-3170
7898,11955,RDEA3170
7899,11958,FEMA NO. 4712
7900,11959,RG-1662
7901,11959,RG1662
7902,11959,RO-5186582
7903,11959,RO5186582
7904,11960,PF-00868554
7905,11960,PF-868554
7906,11961,IMX 942
7907,11961,SGX 94
7908,11961,SGX94
7909,11961,SGX942
7910,11962,NSC 601316
7911,11962,NSC-601316
7912,11963,AUY 922
7913,11963,AUY-922
7914,11964,PL-10
7915,11964,PL-14736
7916,11964,PLD-116
7917,11967,AL 3818
7918,11967,AL-3818
7919,11967,AL3818
7920,11968,BGJ 398
7921,11968,BGJ-398
7922,11968,BGJ398
7923,11968,NVP-BGJ398
7924,11968,WHO 10032
7925,11970,CS 8958
7926,11970,CS-8958
7927,11970,R-118958
7928,11971,AZD-6765
7929,11971,AZD6765
7930,11973,CUDC907
7931,11975,BMS 708163
7932,11975,BMS-708163
7933,11978,PF-05212384
7934,11978,Pki 587
7935,11978,PKI-587
7936,11980,NSC-6745
7937,11981,SCH 900776
7938,11982,OC-000459
7939,11982,OC000459
7940,11982,OC459
7941,11983,JNJ-56021927
7942,11984,"UK-369,003"
7943,11984,UK-369003
7944,11985,GW 842166
7945,11985,GW 842166X
7946,11985,GW-842166
7947,11985,GW842166X
7948,11986,HH-GV678
7949,11987,PNU-100480
7950,11987,U 100480
7951,11988,MER-104
7952,11989,AVL-301
7953,11989,CNX-419
7954,11989,Co 1686
7955,11989,CO-1686
7956,11989,CS-1631
7957,11991,LY-315920
7958,11991,LY315920
7959,11992,MK0249
7960,11993,LY 2157299
7961,11993,LY-2157299
7962,11993,LY2157299
7963,11994,GSK-1322322B
7964,11994,GSK1322322
7965,11995,LY2090314
7966,11996,TNX-650
7967,11997,MT-5199
7968,11997,NBI-98854
7969,11999,EPI-743
7970,12000,SGI-110
7971,12001,NSC-637037
7972,12002,AZD-3355
7973,12002,AZD3355
7974,12003,MDL 458
7975,12003,MDL-458
7976,12004,GSK-1325756B
7977,12004,GSK1325756
7978,12005,RO-4995819
7979,12005,RO4995819
7980,12006,SPC-100270
7981,12007,AZD-2014
7982,12007,AZD2014
7983,12008,LFG316
7984,12010,BMN 111
7985,12010,BMN-111
7986,12011,MK-7009
7987,12011,MK7009
7988,12012,CDX-1127
7989,12014,BRN 0123183
7990,12014,HA 44
7991,12014,HA-44
7992,12014,HA44
7993,12015,NSC-105546
7994,12016,GSK-557296
7995,12016,GSK557296
7996,12018,ESP 55016
7997,12018,ESP-55016
7998,12018,ETC 1002
7999,12018,ETC-1002
8000,12018,ETC1002
8001,12020,CR 845
8002,12020,CR-845
8003,12020,CR845
8004,12020,FE202845
8005,12020,MR-13A9
8006,12021,SHR-3824
8007,12021,SHR3824
8008,12022,NSC-663249
8009,12022,OCX-0191
8010,12022,OCX-191
8011,12022,PAN-811
8012,12023,LY-573636
8013,12024,KPT 330
8014,12024,KPT-330
8015,12025,ABT-492
8016,12025,RX-3341
8017,12025,WQ-3034
8018,12029,ACR16
8019,12030,ARQ 501
8020,12030,ARQ-501
8021,12030,MB-12066
8022,12030,NSC-26326
8023,12030,NSC-629749
8024,12031,GW-597599
8025,12031,Gw597599
8026,12032,MP-513
8027,12033,E 2006
8028,12033,E-2006
8029,12033,E2006
8030,12034,INK-1147
8031,12034,INK-1197
8032,12034,IPI-145
8033,12035,PF 04447943
8034,12035,PF-04447943
8035,12036,VX-222
8036,12038,CEP 18770
8037,12038,CEP-18770
8038,12038,CIP 18770
8039,12038,CIP-18770
8040,12038,CT 47098
8041,12038,CT-47098
8042,12038,NPH 007098
8043,12038,NPH-007098
8044,12039,LU AE-58054
8045,12039,LU AE58054
8046,12039,LU-AE-58054
8047,12040,BMS-540215
8048,12041,MABT5102A
8049,12042,L 651582
8050,12042,NSC-609974
8051,12043,AZD1236
8052,12044,GSK-615
8053,12044,GSK1059615
8054,12045,PF-00299804
8055,12046,IY 81149
8056,12046,IY-81149
8057,12046,IY81149
8058,12047,BN-2629
8059,12047,NSC-694501
8060,12047,SG-2000
8061,12047,SP-2001
8062,12047,UP-2001
8063,12049,ARRY-162
8064,12049,ARRY-438162
8065,12049,MEK-162
8066,12049,MEK162
8067,12049,NVP-MEK162
8068,12051,GSK-2141795C
8069,12051,GSK2141795
8070,12051,GSK2141795C
8071,12053,BAY 1002670
8072,12053,BAY-1002670
8073,12053,BAY1002670
8074,12055,EXEL-7647
8075,12055,KD-019
8076,12055,KD-020
8077,12055,KD019
8078,12055,XL647
8079,12056,PF 04691502
8080,12056,PF-4691502
8081,12057,TAK 448
8082,12057,TAK-448
8083,12058,MEDI 546
8084,12058,MEDI-546
8085,12059,E-7050
8086,12059,E7050
8087,12060,PF 04449913
