drug_id,caco2,caco2_probability,bbb,bbb_probability,hia,hia_probability,p_glycoprotein_substrate,p_glycoprotein_substrate_probability,p_glycoprotein_inhibitor_1,p_glycoprotein_inhibitor_1_probability,p_glycoprotein_inhibitor_2,p_glycoprotein_inhibitor_2_probability,renal_organic_cation_transporter,renal_organic_cation_transporter_probability,cyp450_2c9_substrate,cyp450_2c9_substrate_probability,cyp450_2d6_substrate,cyp450_2d6_substrate_probability,cyp450_3a4_substrate,cyp450_3a4_substrate_probability,cyp450_1a2_substrate,cyp450_1a2_substrate_probability,cyp450_2c9_inhibitor,cyp450_2c9_inhibitor_probability,cyp450_2d6_inhibitor,cyp450_2d6_inhibitor_probability,cyp450_2c19_inhibitor,cyp450_2c19_inhibitor_probability,cyp450_3a4_inhibitor,cyp450_3a4_inhibitor_probability,cyp_inhibitory_promiscuity,cyp_inhibitory_promiscuity_probability,herg_inhibitor_1,herg_inhibitor_1_probability,herg_inhibitor_2,herg_inhibitor_2_probability,ames_toxicity,ames_toxicity_probability,carcinogenicity,carcinogenicity_probability,biodegradation,biodegradation_probability,rat_acute_toxicity
662,1,0.6907,1,0.8121,1,0.9898,Substrate,0.6855,Inhibitor,0.6152,Non-inhibitor,0.5571,Non-inhibitor,0.6259,Non-substrate,0.7472,Non-substrate,0.6388,Substrate,0.7204,Non-inhibitor,0.9046,Non-inhibitor,0.907,Non-inhibitor,0.9231,Non-inhibitor,0.9025,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.8188,Weak inhibitor,0.9673,Non-inhibitor,0.6758,Non AMES toxic,0.7153,Non-carcinogens,0.7638,Not ready biodegradable,0.9285,2.3338
663,1,0.5146,1,0.9664,1,0.9877,Substrate,0.8083,Inhibitor,0.5199,Non-inhibitor,0.7781,Non-inhibitor,0.8453,Non-substrate,0.9008,Non-substrate,0.908,Substrate,0.7477,Non-inhibitor,0.9087,Non-inhibitor,0.9052,Non-inhibitor,0.9591,Non-inhibitor,0.9337,Non-inhibitor,0.7935,Low CYP Inhibitory Promiscuity,0.9005,Weak inhibitor,0.9912,Non-inhibitor,0.6792,Non AMES toxic,0.8008,Non-carcinogens,0.9259,Not ready biodegradable,1.0,2.4249
664,0,0.5125,1,0.6436,1,0.9797,Non-substrate,0.748,Non-inhibitor,0.8708,Non-inhibitor,0.9728,Non-inhibitor,0.9066,Non-substrate,0.6554,Non-substrate,0.8908,Non-substrate,0.7127,Non-inhibitor,0.8964,Non-inhibitor,0.831,Non-inhibitor,0.9467,Non-inhibitor,0.8826,Non-inhibitor,0.8952,Low CYP Inhibitory Promiscuity,0.6424,Weak inhibitor,0.9669,Non-inhibitor,0.7806,Non AMES toxic,0.7455,Non-carcinogens,0.8527,Not ready biodegradable,0.9973,1.9789
665,0,0.5254,1,0.8491,1,1.0,Non-substrate,0.637,Non-inhibitor,0.8572,Non-inhibitor,0.9314,Non-inhibitor,0.9567,Non-substrate,0.7776,Non-substrate,0.8934,Non-substrate,0.527,Inhibitor,0.9107,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Inhibitor,0.8993,Inhibitor,0.796,Low CYP Inhibitory Promiscuity,0.8293,Weak inhibitor,0.9684,Non-inhibitor,0.8734,AMES toxic,0.6671,Non-carcinogens,0.6032,Not ready biodegradable,0.9944,3.0768
666,0,0.8941,0,0.9781,1,0.9695,Substrate,0.8607,Non-inhibitor,0.8452,Non-inhibitor,0.7859,Non-inhibitor,0.6797,Non-substrate,0.769,Non-substrate,0.7647,Substrate,0.5996,Non-inhibitor,0.842,Non-inhibitor,0.8493,Non-inhibitor,0.9054,Non-inhibitor,0.8136,Non-inhibitor,0.7529,Low CYP Inhibitory Promiscuity,0.9411,Weak inhibitor,0.9038,Non-inhibitor,0.5274,Non AMES toxic,0.6992,Non-carcinogens,0.7961,Not ready biodegradable,0.9933,2.6799
668,0,0.8958,0,0.966,1,0.9934,Substrate,0.5953,Non-inhibitor,0.9036,Non-inhibitor,0.8465,Non-inhibitor,0.8903,Non-substrate,0.7897,Non-substrate,0.9116,Non-substrate,0.6928,Non-inhibitor,0.7862,Non-inhibitor,0.9563,Non-inhibitor,0.9638,Non-inhibitor,0.9451,Non-inhibitor,0.9121,Low CYP Inhibitory Promiscuity,0.9516,Weak inhibitor,0.7514,Non-inhibitor,0.7961,Non AMES toxic,0.9132,Non-carcinogens,0.9322,Ready biodegradable,0.6459,2.3715
669,0,0.8957,1,0.9626,1,1.0,Substrate,0.5914,Non-inhibitor,0.8782,Non-inhibitor,0.9081,Non-inhibitor,0.7344,Non-substrate,0.8014,Non-substrate,0.5913,Substrate,0.6029,Non-inhibitor,0.5603,Non-inhibitor,0.7898,Non-inhibitor,0.7422,Non-inhibitor,0.7428,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.6974,Weak inhibitor,0.5668,Non-inhibitor,0.7046,Non AMES toxic,0.649,Non-carcinogens,0.8134,Not ready biodegradable,1.0,2.5404
670,0,0.8957,1,0.9737,1,0.9917,Substrate,0.8101,Inhibitor,0.5362,Non-inhibitor,0.8383,Inhibitor,0.5983,Non-substrate,0.7426,Non-substrate,0.5571,Substrate,0.6503,Inhibitor,0.5788,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Non-inhibitor,0.8814,Non-inhibitor,0.8958,Low CYP Inhibitory Promiscuity,0.8682,Weak inhibitor,0.6797,Non-inhibitor,0.5475,Non AMES toxic,0.5,Non-carcinogens,0.946,Not ready biodegradable,0.9839,1.8779
671,0,0.7432,0,0.9704,0,0.7776,Substrate,0.6934,Non-inhibitor,0.8863,Non-inhibitor,0.8724,Non-inhibitor,0.8301,Non-substrate,0.9002,Non-substrate,0.8161,Non-substrate,0.5,Non-inhibitor,0.9045,Non-inhibitor,0.907,Non-inhibitor,0.9231,Non-inhibitor,0.9026,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.9029,Weak inhibitor,0.9897,Non-inhibitor,0.895,Non AMES toxic,0.7495,Non-carcinogens,0.8549,Not ready biodegradable,0.9911,1.6878
672,0,0.6198,1,0.8087,1,0.9969,Non-substrate,0.6087,Non-inhibitor,0.9009,Non-inhibitor,0.9533,Non-inhibitor,0.8747,Substrate,0.5553,Non-substrate,0.8806,Non-substrate,0.7042,Non-inhibitor,0.9044,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Non-inhibitor,0.9026,Non-inhibitor,0.9592,Low CYP Inhibitory Promiscuity,0.6454,Weak inhibitor,0.9072,Non-inhibitor,0.9306,Non AMES toxic,0.9133,Non-carcinogens,0.7685,Not ready biodegradable,0.9206,2.1413
673,0,0.6237,1,0.5588,1,0.9952,Substrate,0.8106,Inhibitor,0.5243,Non-inhibitor,0.9564,Non-inhibitor,0.7444,Non-substrate,0.788,Non-substrate,0.9115,Substrate,0.6461,Non-inhibitor,0.6012,Non-inhibitor,0.535,Non-inhibitor,0.84,Non-inhibitor,0.5862,Inhibitor,0.5,High CYP Inhibitory Promiscuity,0.8396,Weak inhibitor,0.6598,Inhibitor,0.8163,Non AMES toxic,0.5758,Non-carcinogens,0.8152,Not ready biodegradable,1.0,2.6055
674,1,0.8259,1,0.9959,1,1.0,Substrate,0.8976,Inhibitor,0.6069,Non-inhibitor,0.9443,Inhibitor,0.5728,Non-substrate,0.8072,Substrate,0.8919,Substrate,0.7408,Non-inhibitor,0.9046,Non-inhibitor,0.9071,Non-inhibitor,0.5414,Non-inhibitor,0.8301,Non-inhibitor,0.8832,Low CYP Inhibitory Promiscuity,0.9439,Weak inhibitor,0.8023,Non-inhibitor,0.7424,Non AMES toxic,0.7995,Non-carcinogens,0.9055,Not ready biodegradable,1.0,2.779
675,1,0.8866,1,0.5838,1,0.997,Substrate,0.7718,Inhibitor,0.8564,Non-inhibitor,0.6225,Inhibitor,0.6715,Non-substrate,0.8071,Substrate,0.8918,Substrate,0.7407,Inhibitor,0.8535,Non-inhibitor,0.9072,Inhibitor,0.8448,Non-inhibitor,0.9026,Non-inhibitor,0.8796,High CYP Inhibitory Promiscuity,0.5054,Strong inhibitor,0.7402,Inhibitor,0.6898,Non AMES toxic,0.9132,Non-carcinogens,0.6058,Not ready biodegradable,0.9048,1.9882
677,0,0.5386,1,0.9803,1,0.9971,Non-substrate,0.8483,Non-inhibitor,0.7683,Non-inhibitor,0.9518,Non-inhibitor,0.9541,Non-substrate,0.8393,Non-substrate,0.8447,Non-substrate,0.5232,Non-inhibitor,0.8174,Non-inhibitor,0.8396,Non-inhibitor,0.9132,Non-inhibitor,0.7248,Non-inhibitor,0.8834,Low CYP Inhibitory Promiscuity,0.9185,Weak inhibitor,0.9572,Non-inhibitor,0.8508,Non AMES toxic,0.8082,Carcinogens ,0.8124,Not ready biodegradable,0.8938,4.5346
678,0,0.8957,0,0.7812,1,1.0,Substrate,0.6993,Non-inhibitor,0.8782,Inhibitor,0.5309,Non-inhibitor,0.5689,Non-substrate,0.6839,Non-substrate,0.9115,Non-substrate,0.6226,Inhibitor,0.5514,Non-inhibitor,0.5423,Non-inhibitor,0.8102,Inhibitor,0.6288,Inhibitor,0.796,High CYP Inhibitory Promiscuity,0.7049,Strong inhibitor,0.5781,Inhibitor,0.8084,Non AMES toxic,0.5382,Non-carcinogens,0.6595,Not ready biodegradable,1.0,2.6055
679,1,0.7912,1,0.9901,1,0.9068,Substrate,0.7863,Inhibitor,0.8564,Inhibitor,0.9115,Inhibitor,0.7943,Non-substrate,0.7981,Substrate,0.8919,Non-substrate,0.5068,Inhibitor,0.9106,Non-inhibitor,0.908,Inhibitor,0.8932,Non-inhibitor,0.7697,Non-inhibitor,0.8308,High CYP Inhibitory Promiscuity,0.5826,Weak inhibitor,0.906,Inhibitor,0.8384,Non AMES toxic,0.8703,Non-carcinogens,0.9528,Not ready biodegradable,1.0,2.5395
680,0,0.5796,1,0.9535,1,0.9885,Substrate,0.6871,Inhibitor,0.9072,Non-inhibitor,0.5751,Non-inhibitor,0.8329,Non-substrate,0.7472,Non-substrate,0.9116,Non-substrate,0.5274,Non-inhibitor,0.9045,Non-inhibitor,0.6367,Non-inhibitor,0.923,Non-inhibitor,0.9026,Inhibitor,0.7959,High CYP Inhibitory Promiscuity,0.7638,Weak inhibitor,0.9229,Inhibitor,0.732,Non AMES toxic,0.6915,Non-carcinogens,0.9153,Not ready biodegradable,0.8412,2.4731
681,0,0.7539,0,0.9659,0,0.9308,Substrate,0.6404,Non-inhibitor,0.7322,Non-inhibitor,0.5977,Non-inhibitor,0.9491,Non-substrate,0.7992,Non-substrate,0.8785,Substrate,0.5496,Non-inhibitor,0.9046,Non-inhibitor,0.941,Non-inhibitor,0.9444,Non-inhibitor,0.921,Non-inhibitor,0.9381,Low CYP Inhibitory Promiscuity,0.984,Weak inhibitor,0.9777,Non-inhibitor,0.7887,Non AMES toxic,0.9133,Non-carcinogens,0.9682,Not ready biodegradable,0.9414,2.2357
682,1,0.8867,1,0.9124,1,0.9109,Substrate,0.5502,Non-inhibitor,0.8782,Non-inhibitor,0.8382,Non-inhibitor,0.8863,Non-substrate,0.678,Substrate,0.5658,Non-substrate,0.6007,Non-inhibitor,0.714,Inhibitor,0.7657,Non-inhibitor,0.9286,Non-inhibitor,0.9161,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.8785,Weak inhibitor,0.8768,Non-inhibitor,0.9615,Non AMES toxic,0.6844,Non-carcinogens,0.9352,Not ready biodegradable,0.7474,4.17
683,1,0.8866,1,0.9724,1,1.0,Non-substrate,0.5074,Inhibitor,0.5587,Inhibitor,0.8388,Inhibitor,0.7476,Non-substrate,0.7366,Non-substrate,0.9116,Substrate,0.7194,Inhibitor,0.8586,Inhibitor,0.7132,Non-inhibitor,0.6887,Inhibitor,0.6554,Non-inhibitor,0.5214,High CYP Inhibitory Promiscuity,0.9001,Weak inhibitor,0.9827,Non-inhibitor,0.7379,Non AMES toxic,0.8024,Non-carcinogens,0.7703,Not ready biodegradable,1.0,3.1488
684,0,0.759,0,0.9794,0,0.9313,Substrate,0.5933,Non-inhibitor,0.7579,Non-inhibitor,0.9086,Non-inhibitor,0.8412,Non-substrate,0.8361,Non-substrate,0.8333,Non-substrate,0.6662,Non-inhibitor,0.9052,Non-inhibitor,0.9359,Non-inhibitor,0.923,Non-inhibitor,0.9117,Non-inhibitor,0.9728,Low CYP Inhibitory Promiscuity,0.9398,Weak inhibitor,0.9695,Non-inhibitor,0.7522,Non AMES toxic,0.7537,Non-carcinogens,0.9469,Not ready biodegradable,0.9052,1.7638
685,1,0.8867,1,0.8109,1,0.9969,Substrate,0.5958,Non-inhibitor,0.9513,Non-inhibitor,0.8319,Non-inhibitor,0.7813,Non-substrate,0.8731,Non-substrate,0.8237,Non-substrate,0.7022,Non-inhibitor,0.7515,Non-inhibitor,0.7908,Non-inhibitor,0.834,Non-inhibitor,0.6968,Non-inhibitor,0.8746,Low CYP Inhibitory Promiscuity,0.7571,Weak inhibitor,0.9514,Non-inhibitor,0.7112,AMES toxic,0.7022,Non-carcinogens,0.888,Not ready biodegradable,1.0,2.3897
686,0,0.6462,1,0.8606,0,0.5,Non-substrate,0.7185,Inhibitor,0.6326,Non-inhibitor,0.9889,Non-inhibitor,0.8869,Non-substrate,0.9008,Non-substrate,0.8275,Non-substrate,0.6053,Non-inhibitor,0.8007,Non-inhibitor,0.8387,Non-inhibitor,0.8982,Non-inhibitor,0.8044,Non-inhibitor,0.9891,Low CYP Inhibitory Promiscuity,0.964,Weak inhibitor,0.8908,Non-inhibitor,0.7929,Non AMES toxic,0.6383,Non-carcinogens,0.5703,Not ready biodegradable,0.8772,2.3876
687,1,0.8415,1,0.9731,1,0.9927,Substrate,0.7911,Non-inhibitor,0.8385,Non-inhibitor,0.9351,Non-inhibitor,0.7774,Non-substrate,0.8799,Non-substrate,0.909,Substrate,0.7138,Non-inhibitor,0.9306,Non-inhibitor,0.9023,Non-inhibitor,0.9201,Non-inhibitor,0.9285,Non-inhibitor,0.8772,Low CYP Inhibitory Promiscuity,0.903,Weak inhibitor,0.9591,Inhibitor,0.5213,Non AMES toxic,0.8895,Non-carcinogens,0.9479,Not ready biodegradable,0.9964,2.1686
688,1,0.5904,1,0.8594,1,0.8938,Substrate,0.8908,Inhibitor,0.8381,Inhibitor,0.8061,Inhibitor,0.5379,Non-substrate,0.8528,Non-substrate,0.602,Substrate,0.7646,Non-inhibitor,0.6878,Non-inhibitor,0.9155,Non-inhibitor,0.7684,Non-inhibitor,0.9122,Non-inhibitor,0.8316,Low CYP Inhibitory Promiscuity,0.8664,Strong inhibitor,0.771,Non-inhibitor,0.7653,Non AMES toxic,0.6484,Non-carcinogens,0.953,Not ready biodegradable,0.658,3.0412
689,0,0.8239,0,0.9962,0,0.9628,Substrate,0.8637,Non-inhibitor,0.857,Non-inhibitor,0.9675,Non-inhibitor,0.9073,Non-substrate,0.7983,Non-substrate,0.829,Non-substrate,0.5498,Non-inhibitor,0.8872,Non-inhibitor,0.8683,Non-inhibitor,0.9071,Non-inhibitor,0.8687,Non-inhibitor,0.6747,Low CYP Inhibitory Promiscuity,0.7799,Weak inhibitor,0.9952,Non-inhibitor,0.714,Non AMES toxic,0.6959,Non-carcinogens,0.9063,Not ready biodegradable,0.9855,1.5769
690,1,0.6115,1,0.9898,1,1.0,Substrate,0.8553,Inhibitor,0.9455,Inhibitor,0.6624,Inhibitor,0.6523,Non-substrate,0.7716,Non-substrate,0.9116,Substrate,0.7794,Inhibitor,0.5194,Non-inhibitor,0.7112,Non-inhibitor,0.5469,Inhibitor,0.5082,Inhibitor,0.6347,High CYP Inhibitory Promiscuity,0.6231,Weak inhibitor,0.9528,Inhibitor,0.7183,Non AMES toxic,0.9132,Non-carcinogens,0.7597,Not ready biodegradable,1.0,2.5654
691,0,0.7313,0,0.9022,0,0.5775,Substrate,0.9085,Inhibitor,0.5919,Inhibitor,0.8157,Non-inhibitor,0.8146,Non-substrate,0.8588,Non-substrate,0.8369,Substrate,0.7014,Non-inhibitor,0.8205,Non-inhibitor,0.5961,Non-inhibitor,0.8261,Non-inhibitor,0.6592,Non-inhibitor,0.5935,Low CYP Inhibitory Promiscuity,0.6861,Weak inhibitor,0.9715,Inhibitor,0.8751,Non AMES toxic,0.8358,Non-carcinogens,0.9378,Not ready biodegradable,0.9762,2.5131
692,0,0.6104,1,0.838,1,0.9293,Substrate,0.772,Non-inhibitor,0.9329,Inhibitor,0.8031,Inhibitor,0.7497,Non-substrate,0.6892,Non-substrate,0.5668,Non-substrate,0.6313,Non-inhibitor,0.9046,Non-inhibitor,0.9071,Inhibitor,0.8931,Non-inhibitor,0.8454,Non-inhibitor,0.831,Low CYP Inhibitory Promiscuity,0.7661,Strong inhibitor,0.6149,Inhibitor,0.59,Non AMES toxic,0.6266,Non-carcinogens,0.8555,Not ready biodegradable,1.0,2.4366
693,0,0.8076,1,0.8803,1,0.9542,Substrate,0.5063,Non-inhibitor,0.9612,Non-inhibitor,0.9393,Non-inhibitor,0.8702,Non-substrate,0.8032,Non-substrate,0.8972,Non-substrate,0.6669,Non-inhibitor,0.6827,Inhibitor,0.7325,Non-inhibitor,0.8381,Non-inhibitor,0.7311,Inhibitor,0.5166,Low CYP Inhibitory Promiscuity,0.7479,Weak inhibitor,0.9805,Non-inhibitor,0.9481,Non AMES toxic,0.9133,Non-carcinogens,0.9437,Not ready biodegradable,0.9431,2.7602
694,0,0.7227,0,0.9869,0,0.6524,Substrate,0.7862,Non-inhibitor,0.636,Non-inhibitor,0.9136,Non-inhibitor,0.9213,Non-substrate,0.7987,Non-substrate,0.9116,Substrate,0.5951,Inhibitor,0.8777,Non-inhibitor,0.9448,Non-inhibitor,0.9231,Non-inhibitor,0.9527,Non-inhibitor,0.9157,Low CYP Inhibitory Promiscuity,0.9543,Weak inhibitor,0.9888,Non-inhibitor,0.8916,AMES toxic,0.9224,Non-carcinogens,0.9521,Not ready biodegradable,0.9844,3.2275
695,0,0.6436,0,0.8833,1,0.9155,Non-substrate,0.8775,Non-inhibitor,0.9272,Non-inhibitor,0.8382,Non-inhibitor,0.924,Non-substrate,0.6878,Non-substrate,0.8351,Non-substrate,0.6789,Non-inhibitor,0.9045,Non-inhibitor,0.907,Non-inhibitor,0.9231,Non-inhibitor,0.9025,Non-inhibitor,0.9602,Low CYP Inhibitory Promiscuity,0.6885,Weak inhibitor,0.9342,Non-inhibitor,0.8525,Non AMES toxic,0.9132,Non-carcinogens,0.6469,Not ready biodegradable,0.9881,2.1362
696,0,0.7317,0,0.9644,1,0.9311,Substrate,0.8678,Inhibitor,0.7801,Inhibitor,0.6032,Non-inhibitor,0.8178,Non-substrate,0.8205,Non-substrate,0.9116,Substrate,0.7408,Inhibitor,0.9107,Non-inhibitor,0.9071,Non-inhibitor,0.923,Non-inhibitor,0.8849,Inhibitor,0.7959,Low CYP Inhibitory Promiscuity,0.6759,Weak inhibitor,0.8701,Non-inhibitor,0.6708,Non AMES toxic,0.9133,Non-carcinogens,0.9604,Not ready biodegradable,0.99,2.984
697,1,0.5323,1,0.8592,1,1.0,Substrate,0.6545,Non-inhibitor,0.8365,Non-inhibitor,0.7953,Inhibitor,0.6577,Non-substrate,0.7953,Non-substrate,0.8018,Non-substrate,0.5795,Non-inhibitor,0.5248,Non-inhibitor,0.7117,Non-inhibitor,0.7867,Non-inhibitor,0.6353,Non-inhibitor,0.781,High CYP Inhibitory Promiscuity,0.5,Weak inhibitor,0.6935,Non-inhibitor,0.8907,Non AMES toxic,0.6538,Non-carcinogens,0.8915,Not ready biodegradable,1.0,2.6573
698,0,0.575,1,0.958,1,0.9832,Non-substrate,0.6374,Non-inhibitor,0.8661,Non-inhibitor,0.9834,Non-inhibitor,0.8835,Non-substrate,0.8373,Non-substrate,0.8757,Substrate,0.5799,Inhibitor,0.9107,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Non-inhibitor,0.9025,Non-inhibitor,0.9069,Low CYP Inhibitory Promiscuity,0.8943,Weak inhibitor,0.7981,Non-inhibitor,0.94,AMES toxic,0.9231,Non-carcinogens,0.8869,Ready biodegradable,0.7448,2.5717
699,1,0.5782,1,0.9396,1,0.9908,Substrate,0.7569,Inhibitor,0.8563,Inhibitor,0.9233,Inhibitor,0.5733,Non-substrate,0.8512,Non-substrate,0.7141,Substrate,0.6869,Inhibitor,0.9107,Non-inhibitor,0.9072,Inhibitor,0.8932,Inhibitor,0.8994,Non-inhibitor,0.8126,High CYP Inhibitory Promiscuity,0.5988,Weak inhibitor,0.914,Inhibitor,0.5933,Non AMES toxic,0.7004,Non-carcinogens,0.9091,Not ready biodegradable,1.0,2.6401
700,1,0.5076,1,0.8556,1,0.9839,Substrate,0.7017,Inhibitor,0.8166,Inhibitor,0.8066,Non-inhibitor,0.7209,Non-substrate,0.8229,Non-substrate,0.9117,Substrate,0.7407,Non-inhibitor,0.6978,Non-inhibitor,0.7982,Non-inhibitor,0.931,Non-inhibitor,0.839,Non-inhibitor,0.8368,Low CYP Inhibitory Promiscuity,0.8902,Weak inhibitor,0.9453,Non-inhibitor,0.7742,Non AMES toxic,0.7496,Non-carcinogens,0.9441,Not ready biodegradable,0.9891,2.4761
701,1,0.8866,0,0.5886,1,0.9132,Substrate,0.7175,Inhibitor,0.7973,Non-inhibitor,0.8383,Non-inhibitor,0.8815,Non-substrate,0.5,Substrate,0.8919,Substrate,0.6176,Non-inhibitor,0.7641,Non-inhibitor,0.6591,Non-inhibitor,0.8821,Non-inhibitor,0.6641,Inhibitor,0.6185,Low CYP Inhibitory Promiscuity,0.7229,Weak inhibitor,0.9884,Non-inhibitor,0.8733,Non AMES toxic,0.6097,Non-carcinogens,0.8218,Not ready biodegradable,1.0,2.4787
703,0,0.6196,1,0.8117,1,0.7104,Non-substrate,0.8509,Non-inhibitor,0.9245,Non-inhibitor,0.8896,Non-inhibitor,0.8909,Non-substrate,0.6189,Non-substrate,0.8512,Non-substrate,0.6898,Non-inhibitor,0.9045,Non-inhibitor,0.6861,Non-inhibitor,0.9231,Non-inhibitor,0.9025,Non-inhibitor,0.8308,Low CYP Inhibitory Promiscuity,0.8681,Weak inhibitor,0.9942,Non-inhibitor,0.9021,Non AMES toxic,0.7032,Non-carcinogens,0.7679,Not ready biodegradable,0.9138,2.2388
704,1,0.7471,1,0.9671,1,0.9769,Substrate,0.8685,Non-inhibitor,0.8867,Non-inhibitor,0.8718,Non-inhibitor,0.5189,Non-substrate,0.8336,Substrate,0.5925,Substrate,0.5981,Inhibitor,0.6656,Non-inhibitor,0.9355,Non-inhibitor,0.5686,Non-inhibitor,0.9354,Non-inhibitor,0.8993,Low CYP Inhibitory Promiscuity,0.9483,Weak inhibitor,0.861,Non-inhibitor,0.8446,Non AMES toxic,0.6324,Non-carcinogens,0.96,Not ready biodegradable,0.9939,2.7174
705,0,0.6231,0,0.6449,1,1.0,Substrate,0.7103,Inhibitor,0.7647,Non-inhibitor,0.5644,Non-inhibitor,0.7808,Non-substrate,0.6717,Substrate,0.8918,Substrate,0.6707,Non-inhibitor,0.6644,Inhibitor,0.6307,Non-inhibitor,0.8556,Non-inhibitor,0.6078,Non-inhibitor,0.6383,High CYP Inhibitory Promiscuity,0.9308,Weak inhibitor,0.7656,Inhibitor,0.6118,Non AMES toxic,0.6189,Non-carcinogens,0.7517,Not ready biodegradable,0.9891,2.584
706,0,0.6473,1,0.5915,1,0.997,Substrate,0.5911,Non-inhibitor,0.5734,Non-inhibitor,0.5522,Non-inhibitor,0.8178,Non-substrate,0.7898,Substrate,0.8919,Substrate,0.6012,Non-inhibitor,0.7876,Inhibitor,0.5916,Non-inhibitor,0.8614,Non-inhibitor,0.5056,Inhibitor,0.718,Low CYP Inhibitory Promiscuity,0.6146,Weak inhibitor,0.8367,Non-inhibitor,0.6971,Non AMES toxic,0.6245,Non-carcinogens,0.6419,Not ready biodegradable,1.0,2.4091
708,1,0.5201,1,0.9886,1,0.9875,Substrate,0.6673,Inhibitor,0.8275,Inhibitor,0.8387,Non-inhibitor,0.5594,Non-substrate,0.7923,Non-substrate,0.9116,Substrate,0.713,Non-inhibitor,0.8954,Non-inhibitor,0.7839,Non-inhibitor,0.8416,Non-inhibitor,0.5438,Inhibitor,0.6293,Low CYP Inhibitory Promiscuity,0.6401,Weak inhibitor,0.9793,Inhibitor,0.772,Non AMES toxic,0.7695,Non-carcinogens,0.8861,Not ready biodegradable,0.9724,3.0968
709,0,0.7147,1,0.9792,1,0.9932,Non-substrate,0.7523,Non-inhibitor,0.9561,Non-inhibitor,0.9803,Non-inhibitor,0.8646,Non-substrate,0.7476,Non-substrate,0.8393,Non-substrate,0.6393,Non-inhibitor,0.8687,Non-inhibitor,0.7933,Non-inhibitor,0.9206,Non-inhibitor,0.8282,Non-inhibitor,0.831,Low CYP Inhibitory Promiscuity,0.887,Weak inhibitor,0.9834,Non-inhibitor,0.8735,AMES toxic,0.6341,Non-carcinogens,0.782,Not ready biodegradable,0.9698,2.1348
710,0,0.6012,0,0.5229,0,0.9664,Substrate,0.6888,Non-inhibitor,0.8195,Non-inhibitor,0.9838,Non-inhibitor,0.9092,Non-substrate,0.8376,Non-substrate,0.7863,Non-substrate,0.5504,Non-inhibitor,0.832,Non-inhibitor,0.8159,Non-inhibitor,0.8987,Non-inhibitor,0.8045,Non-inhibitor,0.8901,Low CYP Inhibitory Promiscuity,0.9945,Weak inhibitor,0.6061,Non-inhibitor,0.6622,Non AMES toxic,0.6527,Non-carcinogens,0.683,Not ready biodegradable,0.8346,2.4278
711,1,0.5947,1,0.9851,1,0.9746,Substrate,0.7326,Non-inhibitor,0.6368,Non-inhibitor,0.9745,Non-inhibitor,0.6243,Non-substrate,0.8563,Non-substrate,0.9116,Non-substrate,0.595,Non-inhibitor,0.8168,Non-inhibitor,0.882,Non-inhibitor,0.8952,Non-inhibitor,0.9141,Non-inhibitor,0.9891,Low CYP Inhibitory Promiscuity,0.9614,Weak inhibitor,0.5,Non-inhibitor,0.7766,Non AMES toxic,0.8203,Non-carcinogens,0.9183,Not ready biodegradable,0.85,2.2639
712,1,0.8866,1,0.9824,1,1.0,Non-substrate,0.76,Non-inhibitor,0.9061,Non-inhibitor,0.9739,Non-inhibitor,0.912,Non-substrate,0.7247,Non-substrate,0.9249,Non-substrate,0.7205,Inhibitor,0.8663,Inhibitor,0.8949,Non-inhibitor,0.9546,Non-inhibitor,0.9026,Non-inhibitor,0.9674,Low CYP Inhibitory Promiscuity,0.8752,Weak inhibitor,0.9849,Non-inhibitor,0.9116,Non AMES toxic,0.9659,Non-carcinogens,0.5554,Not ready biodegradable,0.9861,3.1121
713,1,0.7059,0,0.9923,1,0.8002,Non-substrate,0.6161,Non-inhibitor,0.867,Non-inhibitor,0.922,Non-inhibitor,0.9669,Non-substrate,0.8181,Non-substrate,0.8807,Substrate,0.5347,Inhibitor,0.5746,Non-inhibitor,0.8725,Non-inhibitor,0.9111,Non-inhibitor,0.8665,Non-inhibitor,0.665,Low CYP Inhibitory Promiscuity,0.9564,Weak inhibitor,0.9997,Non-inhibitor,0.8773,Non AMES toxic,0.7304,Non-carcinogens,0.5273,Not ready biodegradable,0.9759,1.6583
714,1,0.777,1,0.9401,1,0.9816,Substrate,0.8501,Non-inhibitor,0.8781,Non-inhibitor,0.964,Inhibitor,0.6477,Non-substrate,0.7577,Non-substrate,0.9116,Substrate,0.7039,Inhibitor,0.9107,Non-inhibitor,0.9146,Non-inhibitor,0.9084,Non-inhibitor,0.8718,Non-inhibitor,0.9156,Low CYP Inhibitory Promiscuity,0.9262,Weak inhibitor,0.6544,Inhibitor,0.7734,AMES toxic,0.6775,Non-carcinogens,0.9736,Not ready biodegradable,0.8928,2.6446
