drug_id,caco2,caco2_probability,bbb,bbb_probability,hia,hia_probability,p_glycoprotein_substrate,p_glycoprotein_substrate_probability,p_glycoprotein_inhibitor_1,p_glycoprotein_inhibitor_1_probability,p_glycoprotein_inhibitor_2,p_glycoprotein_inhibitor_2_probability,renal_organic_cation_transporter,renal_organic_cation_transporter_probability,cyp450_2c9_substrate,cyp450_2c9_substrate_probability,cyp450_2d6_substrate,cyp450_2d6_substrate_probability,cyp450_3a4_substrate,cyp450_3a4_substrate_probability,cyp450_1a2_substrate,cyp450_1a2_substrate_probability,cyp450_2c9_inhibitor,cyp450_2c9_inhibitor_probability,cyp450_2d6_inhibitor,cyp450_2d6_inhibitor_probability,cyp450_2c19_inhibitor,cyp450_2c19_inhibitor_probability,cyp450_3a4_inhibitor,cyp450_3a4_inhibitor_probability,cyp_inhibitory_promiscuity,cyp_inhibitory_promiscuity_probability,herg_inhibitor_1,herg_inhibitor_1_probability,herg_inhibitor_2,herg_inhibitor_2_probability,ames_toxicity,ames_toxicity_probability,carcinogenicity,carcinogenicity_probability,biodegradation,biodegradation_probability,rat_acute_toxicity
214,QP51AG30,ATCvet,5.0,1,combinations of sulfonamides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,G01AE10,ATC,5.0,1,combinations of sulfonamides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,QC03CA04,ATCvet,5.0,1,torasemide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,C03CA04,ATC,5.0,1,torasemide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,D000077786,MeSH,,1,Torsemide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,QN06AB04,ATCvet,5.0,1,citalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,N06AB04,ATC,5.0,1,citalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,D015283,MeSH,,1,Citalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,QN02CC06,ATCvet,5.0,1,eletriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,N02CC06,ATC,5.0,1,eletriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,C115647,MeSH,,1,eletriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,QC02CC01,ATCvet,5.0,1,betanidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,C02CC01,ATC,5.0,1,betanidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,D001627,MeSH,,1,Bethanidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,QS01AE07,ATCvet,5.0,1,moxifloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,QJ01MA14,ATCvet,5.0,1,moxifloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,J01MA14,ATC,5.0,1,moxifloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,S01AE07,ATC,5.0,1,moxifloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,D000077266,MeSH,,1,Moxifloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,QA03AB53,ATCvet,5.0,1,"oxyphenonium, combinations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,QA03AB03,ATCvet,5.0,1,oxyphenonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,A03AB53,ATC,5.0,1,"oxyphenonium, combinations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,A03AB03,ATC,5.0,1,oxyphenonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,D010115,MeSH,,1,Oxyphenonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,QJ05AE04,ATCvet,5.0,1,nelfinavir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,J05AE04,ATC,5.0,1,nelfinavir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,D019888,MeSH,,1,Nelfinavir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,D007528,MeSH,,1,Isoetharine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,QA10BB12,ATCvet,5.0,1,glimepiride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,QA10BD04,ATCvet,5.0,1,glimepiride and rosiglitazone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,QA10BD06,ATCvet,5.0,1,glimepiride and pioglitazone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,A10BB12,ATC,5.0,1,glimepiride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,A10BD06,ATC,5.0,1,glimepiride and pioglitazone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,A10BD04,ATC,5.0,1,glimepiride and rosiglitazone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,C057619,MeSH,,1,glimepiride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,QD07AC10,ATCvet,5.0,1,diflorasone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,D07AC10,ATC,5.0,1,diflorasone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,C014477,MeSH,,1,diflorasone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,QJ05AE02,ATCvet,5.0,1,indinavir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,J05AE02,ATC,5.0,1,indinavir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,D019469,MeSH,,1,Indinavir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,QV08CA03,ATCvet,5.0,1,gadodiamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,V08CA03,ATC,5.0,1,gadodiamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,C064925,MeSH,,1,gadodiamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,C004945,MeSH,,1,guanadrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,QC10BA01,ATCvet,5.0,1,lovastatin and nicotinic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,QC10AA02,ATCvet,5.0,1,lovastatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,C10AA02,ATC,5.0,1,lovastatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,C10BA01,ATC,5.0,1,lovastatin and nicotinic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,D008148,MeSH,,1,Lovastatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,QN01AB04,ATCvet,5.0,1,enflurane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,N01AB04,ATC,5.0,1,enflurane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,D004737,MeSH,,1,Enflurane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,QJ01DC07,ATCvet,5.0,1,cefotiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,J01DC07,ATC,5.0,1,cefotiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,D015310,MeSH,,1,Cefotiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,QN03AX16,ATCvet,5.0,1,pregabalin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,N03AX16,ATC,5.0,1,pregabalin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,D000069583,MeSH,,1,Pregabalin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,QN05CD07,ATCvet,5.0,1,temazepam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,N05CD07,ATC,5.0,1,temazepam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,D013693,MeSH,,1,Temazepam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,QC03AA08,ATCvet,5.0,1,methyclothiazide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,QC03AB08,ATCvet,5.0,1,methyclothiazide and potassium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,C03AA08,ATC,5.0,1,methyclothiazide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,C03AB08,ATC,5.0,1,methyclothiazide and potassium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,D008736,MeSH,,1,Methyclothiazide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,QJ04AA02,ATCvet,5.0,1,sodium aminosalicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,QJ04AA03,ATCvet,5.0,1,calcium aminosalicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,QJ04AA01,ATCvet,5.0,1,aminosalicylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,J04AA01,ATC,5.0,1,4-aminosalicylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,J04AA02,ATC,5.0,1,sodium aminosalicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,J04AA03,ATC,5.0,1,calcium aminosalicylate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,D010131,MeSH,,1,Aminosalicylic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,QN06AX18,ATCvet,5.0,1,reboxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,N06AX18,ATC,5.0,1,reboxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,D000077593,MeSH,,1,Reboxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,QC01CE02,ATCvet,5.0,1,milrinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,C01CE02,ATC,5.0,1,milrinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,D020105,MeSH,,1,Milrinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,QL01AX02,ATCvet,5.0,1,pipobroman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,L01AX02,ATC,5.0,1,pipobroman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,D010885,MeSH,,1,Pipobroman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,QN51AA30,ATCvet,5.0,1,combinations of barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,QN05CB01,ATCvet,5.0,1,combinations of barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,N05CB01,ATC,5.0,1,combinations of barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,C084833,MeSH,,1,secbutabarbital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,QJ05AR07,ATCvet,5.0,1,"stavudine, lamivudine and nevirapine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,QJ05AG01,ATCvet,5.0,1,nevirapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,QJ05AR05,ATCvet,5.0,1,"zidovudine, lamivudine and nevirapine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,J05AR05,ATC,5.0,1,"zidovudine, lamivudine and nevirapine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,J05AG01,ATC,5.0,1,nevirapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,J05AR07,ATC,5.0,1,"stavudine, lamivudine and nevirapine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,D019829,MeSH,,1,Nevirapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,QG01AF20,ATCvet,5.0,1,combinations of imidazole derivatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,QD01AC11,ATCvet,5.0,1,oxiconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,QG01AF17,ATCvet,5.0,1,oxiconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,D01AC11,ATC,5.0,1,oxiconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,G01AF17,ATC,5.0,1,oxiconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,G01AF20,ATC,5.0,1,combinations of imidazole derivatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,C022155,MeSH,,1,oxiconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,QD07AB10,ATCvet,5.0,1,alclometasone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,QS01BA10,ATCvet,5.0,1,alclometasone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,D07AB10,ATC,5.0,1,alclometasone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,S01BA10,ATC,5.0,1,alclometasone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,C021137,MeSH,,1,alclometasone dipropionate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,QN51AA30,ATCvet,5.0,1,combinations of barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,QN05CB01,ATCvet,5.0,1,combinations of barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,N05CB01,ATC,5.0,1,combinations of barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,C004470,MeSH,,1,butalbital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,QL01BB04,ATCvet,5.0,1,cladribine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,QL04AA40,ATCvet,5.0,1,cladribine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,L01BB04,ATC,5.0,1,cladribine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,L04AA40,ATC,5.0,1,cladribine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,D017338,MeSH,,1,Cladribine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,QC01EB18,ATCvet,5.0,1,ranolazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,C01EB18,ATC,5.0,1,ranolazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,D000069458,MeSH,,1,Ranolazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,QA07EC02,ATCvet,5.0,1,mesalazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,A07EC02,ATC,5.0,1,mesalazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,D019804,MeSH,,1,Mesalamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,QN04AC01,ATCvet,5.0,1,benzatropine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,N04AC01,ATC,5.0,1,benzatropine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,D001590,MeSH,,1,Benztropine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,QN05AE04,ATCvet,5.0,1,ziprasidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,N05AE04,ATC,5.0,1,ziprasidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,C092292,MeSH,,1,ziprasidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,QN02CA04,ATCvet,5.0,1,methysergide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,N02CA04,ATC,5.0,1,methysergide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,C034985,MeSH,,1,1-methyllysergic acid butanolamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,D008784,MeSH,,1,Methysergide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,QN04BC06,ATCvet,5.0,1,cabergoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,QG02CB03,ATCvet,5.0,1,cabergoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,N04BC06,ATC,5.0,1,cabergoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,G02CB03,ATC,5.0,1,cabergoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,D000077465,MeSH,,1,Cabergoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,D007065,MeSH,,1,Idoxuridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,D06BB01,ATC,5.0,1,idoxuridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,S01AD01,ATC,5.0,1,idoxuridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,J05AB02,ATC,5.0,1,idoxuridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,QJ05AB02,ATCvet,5.0,1,idoxuridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,QD06BB01,ATCvet,5.0,1,idoxuridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,QS01AD01,ATCvet,5.0,1,idoxuridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,QD10AX05,ATCvet,5.0,1,dapsone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,QJ04BA02,ATCvet,5.0,1,dapsone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,J04BA02,ATC,5.0,1,dapsone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,D10AX05,ATC,5.0,1,dapsone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,D003622,MeSH,,1,Dapsone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,QG01AG02,ATCvet,5.0,1,terconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,G01AG02,ATC,5.0,1,terconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,C037815,MeSH,,1,terconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,QN03AB02,ATCvet,5.0,1,phenytoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,QN03AB52,ATCvet,5.0,1,"phenytoin, combinations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,N03AB02,ATC,5.0,1,phenytoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,N03AB52,ATC,5.0,1,"phenytoin, combinations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,D010672,MeSH,,1,Phenytoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,QS01BA08,ATCvet,5.0,1,medrysone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,S01BA08,ATC,5.0,1,medrysone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,C100283,MeSH,,1,medrysone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,QJ01AA02,ATCvet,5.0,1,doxycycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,QA01AB22,ATCvet,5.0,1,doxycycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,QJ01AA20,ATCvet,5.0,1,combinations of tetracyclines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,A01AB22,ATC,5.0,1,doxycycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,J01AA20,ATC,5.0,1,combinations of tetracyclines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,J01AA02,ATC,5.0,1,doxycycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,D004318,MeSH,,1,Doxycycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,QL02AA04,ATCvet,5.0,1,fosfestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,QG03CC05,ATCvet,5.0,1,diethylstilbestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,QG03CB02,ATCvet,5.0,1,diethylstilbestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,QL02AA01,ATCvet,5.0,1,diethylstilbestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,L02AA01,ATC,5.0,1,diethylstilbestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,G03CC05,ATC,5.0,1,diethylstilbestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,G03CB02,ATC,5.0,1,diethylstilbestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,L02AA04,ATC,5.0,1,fosfestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,C004955,MeSH,,1,fosfestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,D004054,MeSH,,1,Diethylstilbestrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,D008194,MeSH,,1,Lymecycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,J01AA20,ATC,5.0,1,combinations of tetracyclines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,J01AA04,ATC,5.0,1,lymecycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,QJ01AA20,ATCvet,5.0,1,combinations of tetracyclines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,QJ01AA04,ATCvet,5.0,1,lymecycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,QD01AC01,ATCvet,5.0,1,clotrimazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,QA01AB18,ATCvet,5.0,1,clotrimazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,QG01AF20,ATCvet,5.0,1,combinations of imidazole derivatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,QJ02AB90,ATCvet,5.0,1,clotrimazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,QG01AF02,ATCvet,5.0,1,clotrimazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,D01AC01,ATC,5.0,1,clotrimazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,G01AF02,ATC,5.0,1,clotrimazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,G01AF20,ATC,5.0,1,combinations of imidazole derivatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,A01AB18,ATC,5.0,1,clotrimazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,D003022,MeSH,,1,Clotrimazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,QV03AE07,ATCvet,5.0,1,calcium acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,QA11GB01,ATCvet,5.0,1,ascorbic acid (vit C) and calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,QV03AE04,ATCvet,5.0,1,calcium acetate and magnesium carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,A11GB01,ATC,5.0,1,ascorbic acid (vit C) and calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,V03AE04,ATC,5.0,1,calcium acetate and magnesium carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,V03AE07,ATC,5.0,1,calcium acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,C120662,MeSH,,1,calcium acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,C030970,MeSH,,1,"2,5-dihydroxybenzene-1,4-disulfonic acid-bis(diethylamine)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,QJ01EQ30,ATCvet,5.0,1,combinations of sulfonamides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,QG01AE10,ATCvet,5.0,1,combinations of sulfonamides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,QP51AG30,ATCvet,5.0,1,combinations of sulfonamides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,G01AE10,ATC,5.0,1,combinations of sulfonamides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,QD06BA05,ATCvet,5.0,1,sulfanilamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,QJ01EQ06,ATCvet,5.0,1,sulfanilamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,J01EB06,ATC,5.0,1,sulfanilamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,D06BA05,ATC,5.0,1,sulfanilamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,D000077145,MeSH,,1,Sulfanilamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
