drug_id,name,company,score,source
485,Posipen,GlaxoSmithKline,good,
485,Quimocyclar,Armofar,good,
485,Staklox,Actavis,good,
485,Terbocloxil,Terbol,good,
485,Ziefmycin,Yung Shin,good,
486,Nabilone,Meda,good,
487,Labocton,,good,ChEBI
488,Hexastat,ProStrakan,good,
489,Biosotal,Sanofi-Aventis,good,
489,Cardol,Alphapharm,good,
489,Darob,Abbott,good,
489,Darob mite,Abbott,good,
489,Hipecor,Merck,good,
489,Loritmik,Krka,good,
489,Rytmobeta,Abbott,good,
489,Sotacor,Bristol-Myers Squibb,good,
489,Sotagard,GlaxoSmithKline,good,
489,Sotalex,Bristol-Myers Squibb,good,
489,Sotapor,Bristol-Myers Squibb,good,
489,Talozin,Adeka,good,
489,Tan Shi,Chia Tai Tianqing,good,
489,Xi An Lin,Changzhou Pharmaceutical Factory,good,
490,Ansial,Rontag,good,
490,Anxiron,Valeant,good,
490,Anxut,Eisai,good,
490,Bespar,,good,
490,Buscalm,Wockhardt,good,
490,Busp,Hexal,good,
490,Buspon,Deva,good,
490,Dalpas,Biotech,good,
490,Epsilat,Coup,good,
490,Pasrin,Aspen Pharmacare,good,
490,Spamilan,Anpharm,good,
491,Diaban,Chen Ho,good,
491,Diamig,Micro DTF,good,
491,Diaset,ACI,good,
491,Diastabol,Sanofi-Aventis,good,
491,Elitox,Ranbaxy,good,
491,Euglitol,Abbott,good,
491,Glycet,Pfizer,good,
491,Laiping,Xinchang Pharmaceutical,good,
491,Migbose,Standard,good,
491,Miglit,Biocon,good,
491,Mignar,Glenmark,good,
491,Migtor,Torrent,good,
491,Misobit,Lupin,good,
491,Plumarol,Lacer,good,
491,Seibule,Sanwa Kagaku,good,
492,Acecor,SPA (Czech Republic),good,
492,Monopril,,good,
492,Staril,BMS (United Kingdom),good,
493,Rantaksym,Ranbaxy,good,
493,Raxim,Ranbaxy,good,
493,Spinocef,Abbott,good,
493,Sporim,Pharmacare,good,
493,Talcef,Ipca,good,
494,Anxopone,Root,good,
494,Comtade,Novartis,good,
496,Emselex,Novartis,good,
496,Xelena,Dr. Reddy's,good,
497,Oxanest,,good,
497,OxyIR,,good,
498,Dindevan,Sigma,good,
498,Fenindion,Souriree,good,
498,Phenindione,Goldshield,good,
498,Soluthrombine,Cooper,good,
499,Andraxan,CSC,good,
499,Antipros,Medicamerc,good,
499,Curestat,Advanced Pharmaceutical,good,
499,Cytomid,Cipla,good,
499,Dedile,Ivax,good,
499,Drogenil,Bayer,good,
499,Elbat,Genepharm,good,
499,Etaconil,Nolver,good,
499,Farostat,Orion,good,
499,Flimutal,Cryopharma,good,
499,Flucinom,Merck Sharp & Dohme,good,
499,Flulem,Teva,good,
499,Odyne,Nippon Kayaku,good,
499,Prostadirex,Sanofi-Aventis,good,
499,Prostanon,Pharmachemie,good,
500,Tolectin,Teva,good,
500,Tolectin DS,Teva,good,
501,Cimetag,Julphar,good,ChEBI (DrugBank)
501,Tagamet HB 200,GlaxoSmithKline,good,
501,Tagamet HB200,GlaxoSmithKline,good,ChEBI (DrugBank)
501,Ulcedine,,good,
501,Ulcerfen,Finadiet,good,
501,Ulcimet,Farmasa,good,
502,Aloperidin,Janssen-Cilag,good,
502,Bioperidolo,Firma,good,
502,Brotopon,Pfizer,good,
502,Dozic,Rosemont,good,
502,Duraperidol,,good,
502,Einalon S,,good,
502,Eukystol,Merckle,good,
502,Halosten,Shionogi Seiyaku,good,
502,Keselan,Sumitomo,good,
502,Linton,Tanabe Mitsubishi Pharma,good,
502,Peluces,lsei,good,
502,Serenace,Pfizer,good,
502,Sigaperidol,Siegfried,good,
503,Busvir,Conifarma,good,
503,Empetus,Emcure,good,
503,Normune,Grey Inversiones,good,
504,Lorfan,Takeda,good,
505,Pathilon,,good,
505,Propethonum,,good,
507,Alpex Nizox,Alpex Pharmaceutical,good,
507,ANNITA,Alpex Pharmaceutical,good,
507,Azoxanid,G&R,good,
507,Celectan,Farma,good,
507,Colufase,Roemmers,good,
507,Coluquim,Quilab,good,
507,Daxon,Siegfried,good,
507,Dianide,General Pharma,good,
507,Diar,ACI,good,
507,Famidox,Lafrancol,good,
507,Kaside,Lafrancol,good,
507,Kazide,Lafrancol,good,
507,Larvisol,Armofar,good,
507,Lumbris,Farmedic,good,
507,Mixel,California,good,
507,Niazid,Apex,good,
507,Nitax,Delta,good,
507,Nitaxide,Beximco,good,
507,Nitazet,Glenmark,good,
507,Nitazofin,Bussié,good,
507,Nodik,,good,
507,Omniparax,,good,
508,Vesprin,Bristol Myers Squibb,good,
509,Choloxin,"Knoll (Canada) (discontinued), Baxter (United Kingdom) (discontinued), Boots-Flint (United States) (discontinued)",good,
509,Dynothel,Henning (Germany) (discontinued),good,
509,Eulipos,Boehringer Mannheim (Germany) (discontinued),good,
509,Lisolipin,Bracco (Italy) (discontinued),good,
512,COVANC,Nucleus,good,
512,Vancoled,,good,
513,Acepramin,Pannonpharma,good,
513,Amocap,Celon,good,
513,Caproamin,Rottapharm,good,
513,Caprocat,Catalysis,good,
513,Caprolisin,Menarini,good,
513,E-Capro,Edruc,good,
513,Epsicaprom,,good,
513,Hemocid,GlaxoSmithKline,good,
513,Inselon,Ying Yuan,good,
513,Ipron,Johnson,good,
513,Ipsilon,Nikkho,good,
513,Kai Nai Yin,Wuxi,good,
513,Minocap,ACI,good,
513,Plaslloid,CCPC,good,
513,Resplamin,Shinlin Sinseng,good,
514,Benylin DM,McNeil,good,
514,Romilar,Bayer,good,
514,Triaminic,Novartis,good,
514,Vicks Formula 44,Procter & Gamble,good,
515,Abiplatin,,good,
515,Cisplatyl,,good,
515,Platidiam,,good,
515,Platin,Cadila Healthcare,good,
516,IvyBlock,Hyland's,good,
517,Endovalpin,,good,
517,Lytispasm,,good,
517,Valpin,Endo,good,
518,Abentel,Aristopharma,good,
518,ABZ,Indoco,good,
518,Acure,Pharmix,good,
518,Adazol,Roemmers,good,
518,AL,Radicura,good,
518,Band,Vensat,good,
518,Bandy,Mankind,good,
518,Bazole,Neutro Pharma,good,
518,Ben-A,Acme,good,
518,Benrod,Invision,good,
518,Bentil,Alliance,good,
518,Benzol,Mercury Lab,good,
518,Benzole,Flamingo Pharmacueticals,good,
518,Bevindazol,Vincenti,good,
518,Biwom,Zydus,good,
518,Bruzol,Bruluart,good,
518,Buxol,Buffington's,good,
518,Cental,Brisafarma,good,
518,Champs,CCM,good,
518,Ciclopar,Weider,good,
518,Cidazole,Juggat,good,
518,Clearworm,Invision,good,
518,Dalben,Krka,good,
518,Despar,Icofarma,good,
518,Eskazole,GlaxoSmithKline,good,
518,Valbazen,,good,
518,Zolben,Sanofi-Aventis,good,
521,Endak,Rottapharm/Madaus,good,
522,PFD,Sannova,good,
524,Diulo,,good,
524,Diurem,Cipla,good,
524,Metadure,Micro Labs,good,
524,Metenix,IFET,good,
524,Metolaz,Navana,good,
524,Metoral,Dr. Reddy's,good,
524,Metoz,Centaur,good,
524,Metozone,Ying Yuan,good,
524,Mykrox,Celltech,good,
524,Pavedal,Pharma Investi,good,
524,Xuret,,good,
524,Zytanix,Zydus,good,
525,Aftate,,good,
525,Dr. Scholl's athlete's foot spray,,good,
525,Genaspor,,good,
525,Lamisil AF,,good,
525,NP-27,,good,
525,Odor Eaters,,good,
525,Pitrex,,good,
525,Separin,,good,
525,Tinaderm,,good,
527,Cincain,,good,
527,Nupercaine,,good,
527,Sovcaine,,good,
528,Cardiovasc,,good,
528,Carmen,,good,
528,Corifeo,,good,
528,Lercanil,,good,
528,Lercaton,,good,
528,Lerzam,,good,
528,Renovia,,good,
528,Vasodip,,good,
528,Zandip,,good,
528,Zanicor,,good,
528,Zanidip,,good,
529,Triapten,,good,
531,Endoxan,Actavis,good,
531,Neosar,,good,
531,Procytox,Baxter,good,
531,Revimmune,,good,
531,Sendoxan,Baxter,good,
533,Vioxx,,good,
534,Mercloran,Parke Davis,good,
534,Ormerdan,Parke Davis,good,
535,Cednir,Abbott,good,
535,Cefdiel,Ranbaxy,good,
535,Cefzon,Astellas,good,
535,Duocef,Ranbaxy,good,
535,Efdinir,Incepta,good,
535,Idinir,Invision,good,
535,Kefnir,Glenmark,good,
535,Nirocef,Sel-J,good,
535,Oceph,Zuventus,good,
535,Omicef,Sel-J,good,
535,Omnicef R,Janssen,good,
535,Palacef,Renata,good,
535,Palcef,Renata,good,
535,Rtist,Lupin,good,
535,Samnir,Siam Bheasach,good,
535,Xi Fu Ni,Central Pharm,good,
535,Zefdinir,Zydus,good,
535,Zinir,FDC,good,
537,Bacquinor,,good,
537,Baycip,,good,
537,Ciflox,,good,
537,Cifloxin,,good,
537,Ciprinol,,good,
537,Ciprobay,,good,
537,Ciprocinol,,good,
537,Ciprodar,,good,
537,Ciproxan,,good,
537,Ciproxin,,good,
537,Flociprin,,good,
537,Proquin,,good,NDC
539,Acapodene,,good,
540,Allegron,,good,
540,Ateben,,good,
540,Avantyl,,good,
540,Noritren,,good,
540,Norpress,,good,
540,Nortrilen,,good,
540,Psychostyl,,good,
540,Sensaval,,good,
540,Sensoval,,good,
541,Alcavixin,Korea United Pharma,good,
541,Alcrist,Alkem,good,
541,Citomid,CSC,good,
541,Cytocristin,Cipla,good,
541,Oncocristin,Sun,good,
541,Oncovin,Lilly,good,
541,Oncrivin,Teva,good,
541,Sindovin,Actavis,good,
541,Tevacristin,Teva,good,
541,Vinces,Ivax,good,
541,Vincrisin,Teva,good,
541,Vincristin,Gedeon Richter,good,
541,Vincrisul,STADA,good,
541,Vinlon,Celon,good,
541,Vinracine,Meizler,good,
542,Briem,Pierre Fabre (France),good,
542,Cibacen,"Novartis (Belgium, Philippines, Switzerland, Turkey), Meda (Denmark, Germany, Greece, Ireland, Italy, Netherlands, Spain)",good,
542,Cibacen WS,,good,
542,Cibacene,Meda (France),good,
543,Adisen,Kun Wha,good,
543,Amolife,,good,
543,Amoxan,Wyeth KK,good,
543,Asendin,,good,
543,Asendis,,good,
543,Défanyl,Eisai,good,
543,Demolox,Wyeth,good,
543,Oxamine,Psyco Remedies,good,
543,Oxcap,,good,
544,Carzonal,Tobishi,good,
544,Efudix,Meda,good,
544,Efurix,Valeant,good,
544,Ftoruracil,Verofarm,good,
545,Amiasten,AC Farma,good,
545,Amygra,Tabros,good,
545,Antilon,Yuan Chou,good,
545,Astinon,Samarth,good,
545,Kalymin,Arzneimittelwerk Dresden,good,
545,Kalymin forte,Temmler,good,
545,Kalymin N,Temmler,good,
545,Kalymin retard,Temmler,good,
545,Meshanon60,Hasan,good,
545,Mestinon retard,Meda,good,
545,Myestin,VHB,good,
545,Pyrimine,Sriprasit Dispensary,good,
546,Deracyn,Upjohn,good,
547,Esperson,sanofi-aventis,good,
547,Flubason,sanofi-aventis,good,
547,Topicort LP,sanofi-aventis,good,
547,Topisolon,sanofi-aventis,good,
548,Acne-Derm,Unia,good,
548,Acnean,Newai Chem,good,
548,Acnederm,Ego,good,
548,Acnesafe,Z-Jans Pharma,good,
548,Aknoren,Herbacos Recordati,good,
548,Ami,Everest,good,
548,Arbonid,Intermed,good,
548,Finevin,Berlex,good,
548,Skinoren,Bayer,good,ChEBI (DrugBank)
548,Zumilin,Farmedia,good,
550,Antiroid,Bu Kwang,good,
550,Propil,Pfizer,good,
550,Propilracil,Biolab,good,
550,Propycil,Admeda,good,
550,Proracyl,Genopharm,good,
550,Prothiucil,Phafag,good,
550,Prothuril,Uni-Pharma,good,
550,PTU,Alkaloid,good,
550,Thiuragyl,Tanabe Mitsubishi Pharma,good,
550,Thyrosan,Sun-Farm,good,
550,Tiotil,Nevada Pharma,good,
550,Tirostat,Metlen,good,
550,Uracil,Pharmasant,good,
553,Deltasoralen,Delta,good,
553,Meladinine,CLS Pharma,good,ChEBI (DrugBank)
553,Meloxine,,good,
553,Ultra Mop,,good,
554,Bruxicam,,good,
554,Dolonex,,good,
554,Erazon,,good,
554,Geldène,,good,
554,Improntal,,good,
554,Roxam,Bosnalijek,good,
554,Roxiden,,good,
554,Sasulen,,good,
554,Solocalm,,good,
554,Trast,,good,
555,Convulsan,Actavis,good,
555,Crisomet,Juste,good,
555,Dafex,Phoenix,good,
555,Daksol,Pharmavita,good,
555,Danoptin,Pliva,good,
555,Dezepil,Rafarm,good,
555,Elmendos,GlaxoSmithKline,good,
555,Epilepax,Ivax,good,
555,Epimil,Ivax,good,
555,Epiral,Zentiva,good,
555,Epitec,Cipla Medpro,good,
555,Epitrigine,Actavis,good,
555,Labileno,GlaxoSmithKline,good,
555,Lambipol,GlaxoSmithKline,good,
555,Lamect,PharmaSwiss,good,
555,Lameptil,Sandoz,good,
555,Lameptil S,Sandoz,good,
555,Lametec,Vitalchem,good,
555,Lamez,Intas,good,
555,Lamictal CD,GlaxoSmithKline,good,
555,Lamictin,GlaxoSmithKline,good,
555,Lamotrix,Glenmark,good,
555,Larig,Rowex,good,
555,Medotrigin,Medochemie,good,
555,Mogine,Douglas,good,
555,Trimolep,Psicofarma,good,
555,Trogine,Ranbaxy,good,
555,Xebarin,Dr Reddys,good,
556,Optison,,good,
557,Hyzine,Hyrex,good,
557,Masmoran,Pfizer,good,
557,Rezine,,good,
557,Vistaject-50,,good,
557,Vistazine,,good,
561,Caropram,Khandelwal,good,
561,Dai Er Song,Bosen Bio Pharmaceutical,good,
561,Jia Su Lun,Nhwa,good,
561,Stimulex,,good,
561,Ze Lun,Jiuxu Pharmaceutical,good,
562,Aquatag,,good,
562,Dihydrex,,good,
562,Diucen,,good,
562,Edemax,,good,
562,Exna,,good,
562,Foven,,good,
563,Abitrexate,Teva,good,
563,Alltrex,Naprod,good,
563,Artrait,TRB,good,
563,Atrexel,Schering-Plough,good,
563,Bendatrexat,Bendalis,good,
563,Carditrex,Cadila,good,
563,Dermotrex,East West,good,
563,Ebetrex,Ebewe,good,
563,Emtexate,,good,
563,Ledertrexate,Biodim,good,
563,Maxtrex,Pfizer,good,
563,Meisusheng,Hospira,good,
563,Mexate,Cadila HC,good,
563,Rheumatrex,Wyeth KK,good,
563,Trexan,Atafarm,good,
563,Zexate,Dabur Pharma,good,
564,Actebral,Sanofi-Aventis,good,
564,Anleptic,Square,good,
564,Biston,Zentiva,good,
564,Carbamat,AstraZeneca,good,
564,Neurotop,Gerot,good,
564,TEGretol Chewtabs,,good,
564,TEGretol-CR,Novartis,good,
564,TEGretol-XR,Novartis,good,
564,Teril,Taro,good,
564,Timonil,Desitin,good,
564,Versitol,Micro Synapse,good,
564,Versizur,Micro Labs,good,
565,Nimbex Forte,GlaxoSmithKline,good,
565,Nimbium,GlaxoSmithKline,good,
567,Alcephin,Alembic,good,
567,Alexin,Dabur,good,
567,Alsporin,Renata,good,
567,Cefadin,Life,good,
567,Cefalin,BioFemme,good,
567,Ceforal,Teva,good,
567,Cefovit,Vitamed,good,
567,Celexin,Atlantic,good,
567,Cephin,General Drugs House,good,
567,Ceporexin,Investi,good,
567,Felexin,Remedica,good,
567,Ibilex,Alphapharm,good,
567,Keforal,Saiph,good,
567,L-Keflex,Shionogi Seiyaku,good,
567,Larixin,Taisho Yakuhin,good,
567,Lonflex,Union,good,
567,Madlexin,Meiji,good,
567,Nufex,General Pharma,good,
567,Oriphex,Maydsm Trading,good,
567,Ospexin,Sandoz,good,
567,Palitrex,Galenika,good,
567,Pyassan,Sanofi,good,
567,Sanaxin,Sandoz,good,
567,Sencephalin,Takeda Pharmaceutical,good,
567,Sepexin,Hetero,good,
567,Servispor,Sandoz,good,
567,Sialexin,Siam Bheasach,good,
567,Sporicef,Ranbaxy,good,
567,Sporidex,Ranbaxy,good,
567,Syncl,Asahi Kasei Pharma,good,
567,Tepaxin,Takeda,good,
567,Uphalexin,CCM,good,
567,Voxxim,Roddensers,good,
567,Winlex,Winston,good,
568,Cinazyn,Italchimici,good,
568,Cinnageron,Streuli Pharma,good,
568,Folcodal,Ivax,good,
568,Sepan,Janssen-Cilag,good,
568,Stugeron,Janssen,good,
568,Stugeron Forte,Janssen,good,
568,Toliman,Scharper,good,
570,Blastivin,Pharmachemie,good,
570,Cytoblastin,Cipla,good,
570,Lemblastine,,good,
570,Oncostin,Cipla,good,
570,Velban,ABL Antibióticos do Brasil,good,
570,Velbastin,Korea United Pharm,good,
570,Velbe,STADA,good,
570,Vinblasin,Teva,good,
570,Vinblastin,Gedeon Richter,good,
570,Vinko,Koçak,good,
570,Weibaoding,Hospira,good,
570,Xintoprost,Richmond,good,
571,Angilol,,good,
571,Bedranol SR,,good,
571,Cardinol,,good,
571,Ciplar,,good,
571,Deralin,,good,
571,Dociton,,good,
571,Duranol,,good,
571,Indobloc,,good,
571,INNOPRAN,,good,NDC
571,Prophylux,,good,
571,Sumial,,good,
572,Anespin,Oriental Chemical Works,good,
572,Antol,Ying Yuan,good,
572,AtroPen,Meridian,good,
572,Atropt,Sigma,good,
572,Atrospan,Fischer,good,
572,Bellapan,Farmapol,good,
572,Dysurgal,MaxMedic,good,
572,Kintropine,Synpac-Kingdom,good,
572,Tromine,The Central,good,
573,Feilin,Hengshan Pharmaceutical,good,
573,Fenopron,Typharm,good,
573,Fepron,Sheng Chung Tang,good,
573,Kimpron,Daewoong,good,
573,Nalgésic,Sciencex,good,
573,Nonsic,Hasan,good,
573,Noprofen,Panion & BF,good,
573,Trandor,Biolab,good,
574,Adifax,,good,
574,Obedrex,,good,
574,Ponderax,,good,
574,Ponderax PA,,good,
574,Pondimin,,good,
574,Rotondin,,good,
575,Catapresan,Boehringer Ingelheim,good,
575,Catapressan,Boehringer Ingelheim,good,
575,Catarpres-TTS,,good,
575,Dixarit,Boehringer Ingelheim,good,
575,Isoglaucon,Agepha,good,
575,Run Rui,Bausch & Lomb,good,
575,Velaril,Roemmers,good,
575,Winpress,Winston,good,
576,Lucosil,Recip,good,
576,Rufol,Urgo,good,ChEBI (DrugBank)
576,Thiosulfil,,good,
576,Thiosulfil Forte,,good,
577,Bagovir,Bago,good,
577,Cycloval,GMP,good,
577,Mitanga,Aversi,good,
577,Ovalac,Beximco,good,
577,Pervioral,Royal Pharma,good,
577,Revira,Square,good,
577,Vacyless,Yung Shin,good,
577,Vadiral,Gynopharm,good,
577,Valdacir,Actavis,good,
577,Valotix,Rowex,good,
577,Valvir,Soho,good,
577,Valztrex,Northia,good,
577,Viramixal,Panalab,good,
577,Viropel,Pelpharma,good,
577,Vociflon,Pharmathen,good,
577,Zelitrex,GlaxoSmithKline,good,
577,Zelivire,Ranbaxy,good,
578,Carbenicillin,Polfa Tarchomin,good,
578,Pyopen,GlaxoSmithKline,good,
579,Dimagrir,Gador,good,
579,Fagolip Plus,Cetus,good,
579,Mazanor,Kwang Dong,good,
579,Teronac,Novartis,good,
581,Bifiteral,Abbott,good,
581,Cephulac,,good,
581,Cholac,Alra,good,
581,Chronulac,,good,
581,Constilac,Alra,good,
581,Laevolac,Roche,good,
583,Albicar,Casasco,good,
583,Aveptol,Leovan Pharmaceuticals,good,
583,Biocarn,Medice,good,
583,Bitobionil,S.J.A.,good,
583,Cardimax,Integrated,good,
583,Cardispan,Grossman,good,
583,Carniben,Bennett Pharmaceuticals,good,
583,Carnicor,Sigma Tau,good,
583,Lecarna,Bennett Pharmaceuticals,good,
584,Acetec,Alphapharm,good,
584,Acetensil,Grünenthal,good,
584,Alapren,Ranbaxy,good,
584,Amotac,Mass Pharma,good,
584,Amprace,Merck Sharp & Dohme,good,
584,Dilvas,Cipla,good,
584,Diotensil,Mintlab,good,
584,Drepatil,Fada,good,
584,Enace,Abbott,good,
584,EnaHexal,Sandoz,good,
584,Enal,East West,good,
584,Enalapoten,Del Bel,good,
584,Enpril,Wockhardt,good,
584,Feliberal,Silanes,good,
584,Gadopril,Gador (Argentina),good,
584,Glioten,Bago,good,
584,Kinfil,Nova Argentia (Argentina),good,
584,Vasotec IV,Sandoz (Canada),good,
585,Acinon,,good,
585,Tazac,Eli Lilly,good,
586,Aclonac,,good,
586,Allvoran,,good,
586,Ecofenac,,good,
586,Effekton,,good,
586,Nu-Diclo,,good,
586,Primofenac,,good,
586,Prophenatin,,good,
586,Rhumalgan,,good,
586,Voltarol,,good,
588,Ezicas,Intas,good,
588,Flixonase,GlaxoSmithKline,good,
588,Flixotide,GlaxoSmithKline,good,
588,FLOVENTHFA,,good,NDC
588,Flunase,GlaxoSmithKline,good,
588,Nasofan,Teva,good,
588,Pirinase,GlaxoSmithKline,good,
588,Seretide,GlaxoSmithKline,good,
589,Arolac,Lisapharm,good,
589,Dipergon,Bayer,good,
589,Dopergin,Bayer,good,
589,Dopergine,Bayer Santé,good,
589,Proclacam,,good,
589,Revanil,,good,
590,Alfadil,Pfizer (Sweden),good,
590,Cardenalin,Pfizer (Japan; discontinued),good,
590,Cardular,Pfizer (Germany),good,
590,Cardura-1,Pfizer (Canada),good,
590,Cardura-2,Pfizer (Canada),good,
590,Cardura-4,Pfizer (Canada),good,
590,Carduran,"Pfizer (Brazil, Denmark, Norway, Spain)",good,
590,Diblocin,AstraZeneca (Germany),good,
590,Normothen,Bioindustria (Italy),good,
590,Supressin,Pfizer (Austria),good,
591,Biscosal,Onta Seiyaku,good,
591,Boniderma,Boniscontro,good,
591,Co-FIuosin,Sanchez-Covisa,good,
591,Coderma,Biotrading,good,
591,Cordes F,Ichthyol,good,
591,Coriphate,,good,
591,Cortalar,Bergamon,good,
591,Cortiderma,Gazzini,good,
591,Cortiespec,Centrum,good,
591,Cortiphate,Tokyo Tanabe,good,
591,Cortiplastol,,good,
591,Cortoderm,Lennon,good,
591,Derma-Smoothe/FS,,good,
591,Dermaisom,Isom,good,
591,Dermalar,Teva,good,
591,Dermaplus,Ripari-Gero,good,
591,Dermil,Cifa,good,
591,Dermobeta,Amelix,good,
591,Dermobiomar,Dermologia Marina,good,
591,Dermofil,N.C.S.N.,good,
591,Dermolin,Lafare,good,
591,Dermomagis,Magis,good,
591,Dermophyl,Rougier,good,
591,Dermotergol,Wolner,good,
591,Doricum,Farmila,good,
591,Esacinone,Lisapharma,good,
591,Esilon,S.I.T.,good,
591,Eskaton,Pharma Farm. Spec,good,
591,Fellin,Gruenenthal,good,
591,Flucinar,Jelfa and Polfa,good,
591,Flucort,Syntex-Tanabe,good,
591,Fluocet,Galderma Laboratories,good,
591,Fluocinil,Coli,good,
591,Fluocinone,Panther-Osfa,good,
591,Fluocit,C.T.,good,
591,Fluoderm,Unipharm,good,
591,Fluodermol,Medosan,good,
591,Fluogisol,Washington in Italy,good,
591,Fluolar,Riva,good,
591,Fluomix,Savoma,good,
591,Fluonid,Biolab and Herbert,good,
591,Fluonide Dermica,Janus,good,
591,Fluordima,Intersint,good,
591,Fluoskin,Dessy,good,
591,Fluotrex,Savage Labs,good,
591,Fluovean,Kowa,good,
591,Fluovitef,Italfarmaco,good,
591,Fluovitif,,good,
591,Flupollon,"Mayado Seiyaku, Kaigai and Ohta",good,
591,Fluzon,Taisho,good,
591,Futocan,Shinlon,good,
591,Gelargin,Leciva,good,
591,Gelidina,I.F.L.,good,
591,Iluvien,,good,
591,Intradermo,Pental,good,
591,Isnaderm,Isnardi,good,
591,Isoderma,Isola-Ibi,good,
591,Jellin,Grünenthal,good,
591,Locafluo,Recordati,good,
591,Localyn,Ricordati,good,
591,Mecloderm,ICI,good,
591,Monoderm,Pharbil,good,
591,Omniderm,Face,good,
591,Oxidermiol Fuerte,Mazuelos,good,
591,Percutina,Mitim,good,
591,Prodermin,Eufarma,good,
591,Radiocin,Radiopharma,good,
591,Roliderm,Neopharmed,good,
591,Sinalar,,good,
591,Sterolone,Francia,good,
591,Straderm,I.T.A.,good,
591,Synalar,,good,
591,Synamol,,good,
591,Synandone,I.C.I.,good,
591,Synandrone,,good,
591,Synemol,Syntex,good,
591,Synotic,Zoetis,good,
591,Synsac,"MP Biomedicals, LLC",good,
591,Tefunote,Taiyo,good,
591,Topifluor,Tiber,good,
591,Ultraderm,Ecobi,good,
591,Ungovac,I.C.N.,good,
592,Antepar,,good,
592,Uvilon,,good,
592,Vermidol,,good,
592,Vermizine,,good,
593,Emeside,Chemidex,good,
593,Ethymal,Apotex Europe,good,
593,Etoxin,Apsen,good,
593,Petimid,Osel,good,
593,Petinimid,Gerot,good,
593,Petnidan,Desitin,good,
593,Suxilep,Jenapharm,good,
593,Suxinutin,McNeil,good,
593,Zarondan,Pfizer,good,
594,Arumil,Sharp & Dohme,good,
594,Kaluril,Alphapharm,good,
594,Modamide,Merck,good,
594,Moduretic,Merck,good,
595,Adamycin,Teva,good,
595,Anglocycline,Anglopak,good,
595,Corsamycin,Corsa Industries,good,
595,Oxacin,Doctor's Chemical Works,good,
595,Oxypan,Adcock Ingram Pharmaceuticals,good,
595,Oxyterracyna,Chema,good,
595,Terrados,Pfizer,good,
595,Tetran,Wagner Pharmafax,good,
595,Tetrasona,Medifarma,good,
596,Halobetasol,Fougera,good,
596,Halovate,Glenmark,good,
596,Hobs,Aamorb,good,
598,Albetol,Leiras,good,
598,Latol,Standard,good,
598,Normadate,GlaxoSmithKline,good,
598,Normodyne,Schering,good,
599,Anestho,Incepta,good,
599,Bensulf,Fada ,good,
599,Bitol Sodium,Brookes,good,
599,Ekipental,Tüm Ekip,good,
599,Farmotal,Marvecs Pharma Services,good,
599,Intraval Sodium,Abbott,good,
599,Pental Sodyum,I.E. Ulagay,good,
599,Pentazol,Swiss Parenterals,good,
599,Penthal,Oboi,good,
599,Penthotal Sodium,Abbott,good,
599,Pentotan,Choong Wae,good,
599,Pentotex,Rotexmedica,good,
599,Pentothal,Hospira,good,
599,Ravonal,Ravonal,good,
599,Thiopen,ACI,good,
599,Tiopental,Richmond,good,
599,Trapanal,Nycomed,good,
600,Monobenzone,Vis,good,
601,Antizolid,Verisfield,good,
601,Linosept,Orion,good,
601,Linozid,Orion,good,
601,Lizbid,Abbott,good,
601,Lizemox,Molekule,good,
601,Lizolid,Glenmark,good,
601,Xolid,Corona,good,
601,Zenix,Hemofarm,good,
601,Zizolid,Biofarma,good,
601,Zodlin,FDC,good,
601,Zolinid,Teva,good,
601,Zyvoxid,Pfizer,good,
602,Ascapil,Abbott,good,
602,Detebencil,Roux-Ocefa,good,
602,Ermetin,Unipharm,good,
602,Gotax,Metlen,good,
602,Imectin,Pulse,good,
602,Ivectin,Aristopharma,good,
602,Ivera,Beximco,good,
602,Ivergot,Licol,good,
602,Ivermec,UCI,good,
602,Ivexterm,Valeant,good,
602,Ivori,Invision,good,
602,Kaonol,Mediderm,good,
602,Kilox,Bussié,good,
602,Maikeding,Hisun,good,
602,Quanox,Dermacare,good,
602,Revectina,Solvay,good,
602,Scabo,Delta,good,
602,Scavista,Zuventus,good,
602,Securo,Valeant,good,
602,Vermectin,Atlantic Lab,good,
603,Depo-subq provera 104,,good,
604,Enteropride,,good,
604,Kinestase,,good,
604,Prepulsid,Janssen-Ortho,good,
604,Pridesia,,good,
604,Propulsid Quicksolv,Janssen-Ortho,good,
606,Acquirel,,good,
606,Anhydron,Lilly,good,
606,Doburil,Boehringer Ingelheim,good,
606,Fluidil,,good,
606,Renazide,,good,
606,Tensodiural,,good,
606,Valmiran,Boehringer Ingelheim,good,
607,Nallpen,,good,
607,Unipen,,good,
608,Artrichin,,good,ChEBI (DrugBank)
608,Bemaphate,,good,ChEBI (DrugBank)
608,Capquin,,good,ChEBI (DrugBank)
608,Malarex,Actavis,good,
608,Nivaquine B,Sanofi,good,ChEBI (DrugBank)
608,Resoquine,,good,ChEBI (DrugBank)
608,Reumachlor,,good,ChEBI (DrugBank)
608,Sanoquin,,good,ChEBI (DrugBank)
609,Ethatyl,Sanofi,good,
609,Ethide,Lupin,good,
609,Ethiokox,Radicura,good,
609,Ethomid,Vesalius Pharma,good,
609,Etionamida,AC Farma,good,
609,Etomid,Macleods,good,
609,Eton,Umeda,good,
609,Etyomid,Koçak,good,
609,Myobid,Panacea,good,
